id_mantenimiento,id_tiempo,id_cliente,id_vehiculo,id_sucursal,id_tipo_mantenimiento,costo_servicio,costo_repuestos,costo_total,repuestos_usados,horas_taller,kilometraje_vehiculo
366,,1079,1024,12,1,1772.0,1000.0,2772.0,6.0,14.0,101450.0
367,,1081,1002,1,10,1000.0,,1000.0,0.0,13.0,83402.0
368,,740,974,9,2,1000.0,1000.0,2000.0,2.0,5.0,113390.0
369,,1085,950,9,11,1149.0,1000.0,2149.0,9.0,,129624.0
370,,1091,1007,4,2,1000.0,1000.0,2000.0,5.0,1.0,
371,,1092,1014,10,3,1089.0,,1089.0,8.0,9.0,
372,,1098,1018,1,8,1535.0,1000.0,2535.0,4.0,1.0,20280.0
373,,812,978,5,8,1585.0,,1585.0,11.0,10.0,126256.0
374,,1101,972,12,9,,,0.0,11.0,6.0,32005.0
375,,1103,919,11,4,1000.0,1000.0,2000.0,11.0,13.0,38242.0
376,,1107,980,2,5,2124.0,1000.0,3124.0,15.0,2.0,101116.0
377,,1108,1013,5,8,2245.0,1000.0,3245.0,11.0,11.0,75579.0
378,,1110,862,2,11,1467.0,,1467.0,4.0,8.0,97317.0
379,,1113,1022,9,10,1970.0,1000.0,2970.0,8.0,2.0,148731.0
380,,1114,834,2,10,1916.0,,1916.0,9.0,3.0,4705.0
381,,1116,922,6,7,2365.0,1000.0,3365.0,6.0,11.0,99407.0
382,,1118,1007,4,9,1000.0,,1000.0,12.0,1.0,104884.0
383,,1119,998,7,3,1360.0,1000.0,2360.0,11.0,4.0,62690.0
384,,1124,867,9,4,,1000.0,1000.0,7.0,3.0,23537.0
385,20241228.0,1125,993,3,12,1000.0,,1000.0,0.0,5.0,121398.0
386,,1132,1010,4,11,1133.0,1000.0,2133.0,0.0,5.0,95556.0
387,,1134,885,1,7,1390.0,1000.0,2390.0,10.0,10.0,25028.0
388,,1136,1013,1,10,2325.0,1000.0,3325.0,10.0,5.0,51432.0
389,,1139,852,1,9,1000.0,,1000.0,0.0,15.0,923.0
390,,335,885,4,9,1109.0,,1109.0,4.0,4.0,41330.0
391,,1148,914,3,7,1000.0,1000.0,2000.0,13.0,1.0,28369.0
392,,1149,976,3,3,1021.0,1000.0,2021.0,10.0,5.0,136024.0
393,,1151,885,2,4,1000.0,,1000.0,14.0,10.0,142007.0
394,,1152,1017,12,9,1888.0,,1888.0,3.0,,
395,,1153,1022,3,8,1000.0,1000.0,2000.0,4.0,12.0,57654.0
396,,1156,975,1,12,1990.0,,1990.0,5.0,,88882.0
397,,1157,964,10,8,2680.0,,2680.0,0.0,7.0,17951.0
398,20230722.0,1159,951,10,8,1424.0,1000.0,2424.0,0.0,7.0,16893.0
399,,1163,932,11,11,1000.0,,1000.0,0.0,9.0,144858.0
400,,1170,791,1,1,1210.0,1000.0,2210.0,3.0,1.0,62092.0
401,,1171,978,10,2,1000.0,,1000.0,2.0,8.0,103785.0
402,,1174,973,8,5,2488.0,,2488.0,15.0,15.0,96644.0
403,20230617.0,1176,1023,7,6,1000.0,1000.0,2000.0,0.0,8.0,39754.0
404,,1181,986,8,4,,1000.0,1000.0,6.0,11.0,131440.0
405,,1182,947,12,11,1839.0,1000.0,2839.0,10.0,7.0,19624.0
406,,1184,905,7,11,1436.0,1000.0,2436.0,0.0,8.0,102098.0
407,,1186,670,7,2,1849.0,1000.0,2849.0,15.0,3.0,87698.0
408,,1191,791,7,12,1036.0,1000.0,2036.0,6.0,,20571.0
409,,1195,993,9,3,1000.0,1000.0,2000.0,10.0,,78378.0
410,,1196,921,3,12,1000.0,,1000.0,1.0,7.0,133191.0
411,,1199,979,11,6,1000.0,1000.0,2000.0,2.0,2.0,118806.0
412,,1201,846,8,8,2715.0,1000.0,3715.0,7.0,13.0,89897.0
413,,1203,943,10,6,2733.0,1000.0,3733.0,0.0,4.0,103370.0
414,20210312.0,1204,867,8,2,1000.0,1000.0,2000.0,7.0,4.0,133536.0
415,,1208,1010,1,8,,,0.0,13.0,8.0,
416,20240503.0,1209,1024,4,8,2657.0,1000.0,3657.0,1.0,6.0,108837.0
417,,1210,1007,9,6,2874.0,1000.0,3874.0,0.0,5.0,142518.0
418,,1211,981,6,1,,1000.0,1000.0,1.0,13.0,87560.0
419,,1216,986,9,1,1000.0,1000.0,2000.0,12.0,15.0,148252.0
420,,1221,1014,6,8,1000.0,,1000.0,7.0,16.0,31538.0
421,,1224,975,5,1,2406.0,1000.0,3406.0,0.0,,63232.0
422,,550,1021,12,2,1846.0,1000.0,2846.0,15.0,,121535.0
423,,1713,1011,11,7,1083.0,,1083.0,2.0,14.0,91814.0
424,,1238,846,9,7,1000.0,1000.0,2000.0,9.0,,120730.0
425,,1241,919,5,3,1000.0,,1000.0,13.0,15.0,34210.0
426,,1246,989,8,10,1111.0,1000.0,2111.0,0.0,5.0,69158.0
427,20230420.0,1248,922,7,11,1000.0,,1000.0,14.0,6.0,92980.0
428,20240405.0,1252,975,8,6,2699.0,1000.0,3699.0,14.0,4.0,108759.0
429,20210816.0,1256,934,7,3,1286.0,1000.0,2286.0,5.0,,75209.0
430,,1258,914,5,10,1020.0,1000.0,2020.0,13.0,8.0,
431,,1260,979,6,8,,1000.0,1000.0,0.0,8.0,104394.0
432,20210803.0,1261,993,11,5,1000.0,1000.0,2000.0,6.0,14.0,110675.0
433,20210416.0,1263,973,2,7,,,0.0,15.0,12.0,128623.0
434,,1267,894,6,10,1174.0,,1174.0,0.0,2.0,103989.0
435,,1268,1023,7,10,1208.0,1000.0,2208.0,10.0,16.0,84519.0
436,,1282,1013,8,12,2285.0,1000.0,3285.0,2.0,14.0,82792.0
437,,1283,942,12,10,2564.0,1000.0,3564.0,11.0,6.0,39508.0
438,,1286,951,6,9,2996.0,1000.0,3996.0,0.0,10.0,147399.0
439,,1295,1011,4,11,1000.0,1000.0,2000.0,13.0,,136493.0
440,,1299,1009,6,3,1000.0,1000.0,2000.0,5.0,8.0,47300.0
441,,1300,980,3,10,1007.0,,1007.0,3.0,16.0,91300.0
442,20221230.0,1301,1006,5,9,2687.0,,2687.0,2.0,2.0,73414.0
443,,1304,1015,9,3,1735.0,1000.0,2735.0,14.0,13.0,106008.0
444,,1311,834,3,6,1518.0,,1518.0,0.0,3.0,50965.0
445,,1318,1007,12,7,2785.0,,2785.0,13.0,15.0,53182.0
446,,512,945,3,3,,,0.0,4.0,3.0,138381.0
447,,1321,862,2,2,2800.0,1000.0,3800.0,13.0,4.0,123456.0
448,,1322,950,3,8,,1000.0,1000.0,0.0,12.0,95242.0
449,,1323,1002,8,2,1000.0,,1000.0,9.0,3.0,114066.0
450,,1325,1022,6,3,1207.0,1000.0,2207.0,13.0,1.0,78539.0
451,,1330,1010,3,5,2460.0,1000.0,3460.0,11.0,1.0,102564.0
452,,1335,1010,3,8,2512.0,,2512.0,0.0,14.0,144222.0
453,,1336,982,9,6,,,0.0,0.0,3.0,
454,,1339,983,2,8,1276.0,1000.0,2276.0,11.0,1.0,58074.0
455,,1341,885,2,7,1043.0,,1043.0,7.0,8.0,2528.0
456,,1344,883,12,2,2173.0,,2173.0,14.0,16.0,47675.0
457,,1347,959,8,2,1274.0,,1274.0,12.0,15.0,
458,,1348,979,8,6,2790.0,1000.0,3790.0,12.0,10.0,5628.0
459,,1349,791,10,6,1000.0,1000.0,2000.0,0.0,3.0,49599.0
460,,1355,894,5,3,1000.0,1000.0,2000.0,0.0,14.0,108151.0
461,,1356,971,11,3,1500.0,1000.0,2500.0,6.0,13.0,75238.0
462,,1357,915,3,10,1000.0,1000.0,2000.0,10.0,3.0,34158.0
463,,1361,825,10,6,1000.0,1000.0,2000.0,9.0,13.0,
464,,1364,846,1,11,2664.0,,2664.0,1.0,2.0,60142.0
465,,1365,934,11,6,1778.0,,1778.0,1.0,,98905.0
466,20210430.0,1371,921,9,2,1000.0,1000.0,2000.0,5.0,1.0,33664.0
467,20200221.0,1379,914,3,1,1000.0,1000.0,2000.0,8.0,10.0,39900.0
468,,1384,834,3,9,,,0.0,12.0,,3950.0
469,,1385,910,1,10,1000.0,1000.0,2000.0,12.0,8.0,108356.0
470,,1394,846,8,3,2082.0,,2082.0,2.0,11.0,111218.0
471,,1395,825,12,12,2696.0,,2696.0,4.0,,79509.0
472,,1396,1023,4,7,1231.0,1000.0,2231.0,9.0,3.0,23142.0
473,20220220.0,1401,1005,8,4,1000.0,1000.0,2000.0,4.0,,93834.0
474,,1403,910,1,1,1000.0,1000.0,2000.0,10.0,15.0,81861.0
475,,1406,922,6,3,1503.0,1000.0,2503.0,5.0,15.0,
476,,1408,951,10,1,2696.0,,2696.0,0.0,5.0,92323.0
477,,1414,971,12,3,2074.0,,2074.0,5.0,12.0,58774.0
478,,1415,993,6,10,2085.0,1000.0,3085.0,0.0,11.0,120836.0
479,,1417,1017,1,3,2585.0,1000.0,3585.0,10.0,8.0,116029.0
480,,1425,1016,4,3,1206.0,1000.0,2206.0,0.0,3.0,45656.0
481,,1426,852,10,12,2667.0,1000.0,3667.0,6.0,16.0,13374.0
482,,1428,1015,5,8,2591.0,1000.0,3591.0,11.0,3.0,
483,,1431,898,5,3,1000.0,1000.0,2000.0,1.0,7.0,117959.0
484,,1441,948,4,11,2196.0,1000.0,3196.0,0.0,3.0,124120.0
485,,1445,852,3,1,1493.0,1000.0,2493.0,10.0,,12693.0
486,,1446,862,3,9,1794.0,1000.0,2794.0,0.0,12.0,39195.0
487,20220802.0,1448,982,3,2,1000.0,1000.0,2000.0,15.0,,117438.0
488,,1780,1005,11,7,1869.0,1000.0,2869.0,7.0,12.0,109092.0
489,,1451,898,5,4,1000.0,1000.0,2000.0,15.0,16.0,127889.0
490,,1454,971,1,3,1000.0,1000.0,2000.0,13.0,9.0,129906.0
491,,1457,846,10,12,1878.0,,1878.0,7.0,2.0,22166.0
492,20200712.0,1459,1016,11,12,1717.0,1000.0,2717.0,6.0,13.0,
493,,1460,601,7,2,1000.0,1000.0,2000.0,3.0,,18802.0
494,,1462,1005,4,2,1128.0,1000.0,2128.0,2.0,16.0,
495,20241015.0,1465,922,11,9,2348.0,1000.0,3348.0,6.0,10.0,36087.0
496,20240416.0,1468,894,1,4,1000.0,,1000.0,9.0,6.0,113559.0
497,,1469,1019,4,5,1000.0,,1000.0,15.0,14.0,36167.0
498,,1470,1009,11,9,2643.0,1000.0,3643.0,0.0,6.0,25413.0
499,,1471,834,12,6,1978.0,1000.0,2978.0,1.0,5.0,54272.0
500,,1474,954,5,7,2278.0,1000.0,3278.0,8.0,1.0,77069.0
501,20210121.0,1478,1006,1,6,1217.0,1000.0,2217.0,0.0,13.0,61693.0
502,,1483,769,3,10,2941.0,1000.0,3941.0,9.0,,110545.0
503,,1490,1013,4,1,1441.0,1000.0,2441.0,14.0,2.0,624.0
504,,1494,994,5,3,2768.0,1000.0,3768.0,12.0,,149332.0
505,20210207.0,1501,906,11,11,,1000.0,1000.0,13.0,11.0,55548.0
506,,1502,934,10,9,1000.0,1000.0,2000.0,14.0,1.0,61937.0
507,,1506,980,5,1,2913.0,1000.0,3913.0,6.0,6.0,104460.0
508,,1512,1024,5,5,1000.0,1000.0,2000.0,6.0,,92783.0
509,,1513,998,3,11,,,0.0,13.0,8.0,105383.0
510,,1514,1005,5,2,2447.0,,2447.0,8.0,3.0,47562.0
511,,1128,972,1,2,1474.0,1000.0,2474.0,8.0,,
512,,1518,1014,8,5,1273.0,1000.0,2273.0,5.0,3.0,141957.0
513,,1520,976,6,10,1845.0,1000.0,2845.0,6.0,14.0,140962.0
514,,1522,975,6,6,2939.0,1000.0,3939.0,2.0,12.0,
515,20211001.0,1527,862,9,8,1290.0,1000.0,2290.0,13.0,8.0,99197.0
516,20210527.0,1528,867,4,3,2039.0,,2039.0,0.0,6.0,
517,,1534,1021,11,8,2434.0,1000.0,3434.0,9.0,3.0,91182.0
518,,1537,1018,7,2,2025.0,,2025.0,15.0,8.0,132201.0
519,,1540,983,3,12,1000.0,1000.0,2000.0,14.0,12.0,104884.0
520,,1543,1010,2,6,1896.0,,1896.0,15.0,15.0,98440.0
521,,1544,1015,3,2,,1000.0,1000.0,9.0,9.0,91851.0
522,,1546,943,12,2,1633.0,,1633.0,13.0,16.0,140705.0
523,,1549,1002,1,7,1000.0,1000.0,2000.0,2.0,3.0,72416.0
524,,1551,894,3,2,2842.0,1000.0,3842.0,12.0,2.0,
525,,1556,846,3,4,1716.0,,1716.0,14.0,10.0,45263.0
526,,891,885,4,12,1000.0,,1000.0,0.0,,71893.0
527,,1557,975,4,6,1000.0,1000.0,2000.0,10.0,14.0,94619.0
528,,1559,948,6,3,1513.0,,1513.0,11.0,12.0,86135.0
529,,1567,914,6,6,1830.0,,1830.0,1.0,12.0,
530,,1569,1007,3,9,1000.0,1000.0,2000.0,4.0,4.0,79856.0
531,,1573,950,2,4,2016.0,1000.0,3016.0,3.0,2.0,125169.0
532,,1574,947,1,3,2127.0,1000.0,3127.0,5.0,10.0,83575.0
533,,1577,1013,8,12,1000.0,,1000.0,1.0,,16690.0
534,,1578,986,12,2,1589.0,1000.0,2589.0,0.0,16.0,
535,,1580,1008,6,9,1000.0,,1000.0,9.0,10.0,100704.0
536,,1582,990,4,6,2946.0,1000.0,3946.0,13.0,9.0,125426.0
537,,1591,883,7,1,1000.0,,1000.0,4.0,7.0,138873.0
538,,1592,1013,3,9,,1000.0,1000.0,14.0,4.0,38784.0
539,,1598,1012,4,4,1952.0,,1952.0,0.0,14.0,
540,,1600,1011,6,12,1720.0,1000.0,2720.0,0.0,,
541,,1601,898,2,6,1000.0,1000.0,2000.0,4.0,13.0,30921.0
542,,1605,972,3,11,2137.0,1000.0,3137.0,12.0,12.0,94394.0
543,,1606,670,8,9,2629.0,,2629.0,7.0,16.0,79879.0
544,,1607,947,6,2,1559.0,1000.0,2559.0,4.0,13.0,50651.0
545,,1608,1014,7,9,1000.0,,1000.0,2.0,9.0,132449.0
546,20200103.0,1609,1011,1,11,1078.0,1000.0,2078.0,1.0,3.0,63595.0
547,,1610,993,9,12,2339.0,,2339.0,9.0,14.0,106221.0
548,20231017.0,1614,934,3,4,1000.0,1000.0,2000.0,0.0,11.0,75611.0
549,,1619,980,5,10,2138.0,,2138.0,12.0,9.0,61294.0
550,,1620,834,9,5,1000.0,1000.0,2000.0,3.0,13.0,
551,,1629,898,3,11,1000.0,1000.0,2000.0,12.0,8.0,31454.0
552,,1636,993,9,9,1000.0,,1000.0,6.0,12.0,142210.0
553,,1646,914,8,9,1000.0,,1000.0,0.0,7.0,19529.0
554,,1649,791,2,2,,,0.0,0.0,1.0,132644.0
555,20201217.0,1658,976,7,1,1000.0,1000.0,2000.0,6.0,,47997.0
556,,1659,926,9,9,2253.0,,2253.0,0.0,9.0,113702.0
557,,1663,1014,4,8,1000.0,,1000.0,12.0,14.0,69956.0
558,,1664,989,1,4,1803.0,1000.0,2803.0,14.0,5.0,134452.0
559,,1665,1007,2,6,2848.0,1000.0,3848.0,13.0,14.0,30686.0
560,,1669,1000,5,7,2333.0,,2333.0,15.0,4.0,49066.0
561,,1673,922,4,12,1088.0,1000.0,2088.0,1.0,6.0,140358.0
562,,1678,974,9,11,1000.0,1000.0,2000.0,10.0,4.0,75259.0
563,,1680,1016,11,5,1000.0,,1000.0,9.0,14.0,36783.0
564,,1682,978,8,11,1000.0,,1000.0,0.0,15.0,100063.0
565,,1686,791,9,3,1000.0,1000.0,2000.0,7.0,11.0,64077.0
566,,1689,1008,6,3,2073.0,1000.0,3073.0,0.0,2.0,
567,20210712.0,1690,1014,10,5,1000.0,1000.0,2000.0,2.0,4.0,124786.0
568,,1692,867,2,12,1000.0,1000.0,2000.0,2.0,8.0,118213.0
569,,1694,1004,9,11,1142.0,,1142.0,2.0,10.0,116245.0
570,,1697,948,4,12,2279.0,1000.0,3279.0,3.0,1.0,139637.0
571,,1699,670,5,3,,1000.0,1000.0,0.0,11.0,93489.0
572,20240707.0,1700,994,5,4,1588.0,,1588.0,0.0,3.0,47310.0
573,,1702,1013,5,3,1000.0,1000.0,2000.0,1.0,13.0,139093.0
574,,1705,1023,9,8,2011.0,1000.0,3011.0,5.0,4.0,15031.0
575,,1713,973,9,9,1000.0,1000.0,2000.0,14.0,5.0,26654.0
576,,1715,982,3,3,1000.0,1000.0,2000.0,15.0,16.0,24480.0
577,,1720,950,3,10,1000.0,1000.0,2000.0,0.0,14.0,48974.0
578,,1727,1017,1,2,1000.0,,1000.0,12.0,3.0,79069.0
579,,1728,1021,7,7,2238.0,1000.0,3238.0,5.0,12.0,11885.0
580,,1729,894,9,7,2514.0,1000.0,3514.0,9.0,16.0,131349.0
581,20230924.0,1731,1019,2,9,1000.0,1000.0,2000.0,14.0,9.0,134592.0
582,,1736,934,4,4,1472.0,,1472.0,0.0,10.0,132746.0
583,,1740,973,4,4,1304.0,1000.0,2304.0,5.0,12.0,22952.0
584,,1743,983,1,10,1488.0,,1488.0,6.0,3.0,134546.0
585,,1745,769,12,1,1078.0,1000.0,2078.0,3.0,5.0,
586,,1751,971,1,2,2367.0,1000.0,3367.0,2.0,16.0,
587,,1752,976,1,6,1000.0,1000.0,2000.0,15.0,1.0,108338.0
588,,1766,975,1,9,1902.0,,1902.0,3.0,3.0,75457.0
589,20221128.0,1767,1017,7,12,1150.0,1000.0,2150.0,13.0,13.0,57388.0
590,,1773,979,9,9,1000.0,,1000.0,14.0,11.0,97949.0
591,,39,769,10,12,1000.0,,1000.0,8.0,12.0,49407.0
592,,1777,898,10,12,2476.0,,2476.0,4.0,12.0,20512.0
593,,1782,1012,4,12,,1000.0,1000.0,6.0,3.0,148872.0
594,20220712.0,1786,975,3,9,1906.0,,1906.0,4.0,11.0,40085.0
595,,1791,1000,3,2,2360.0,1000.0,3360.0,1.0,5.0,26868.0
596,,1473,943,11,8,1000.0,1000.0,2000.0,3.0,15.0,41598.0
597,,1141,1000,5,6,1000.0,1000.0,2000.0,12.0,12.0,105267.0
598,,1796,970,12,3,1978.0,1000.0,2978.0,9.0,8.0,114717.0
599,20200701.0,1801,1004,3,5,2658.0,,2658.0,15.0,,141959.0
600,,1802,1010,6,4,1000.0,,1000.0,0.0,3.0,8124.0
601,,1806,983,5,4,2657.0,,2657.0,3.0,,14332.0
602,,1811,922,9,7,1000.0,1000.0,2000.0,0.0,11.0,26982.0
603,,1813,906,2,5,1000.0,,1000.0,7.0,10.0,125948.0
604,,1814,1017,3,10,2915.0,1000.0,3915.0,14.0,15.0,29385.0
605,,1816,910,11,9,1000.0,,1000.0,4.0,10.0,67363.0
606,,1819,947,5,11,1000.0,,1000.0,0.0,15.0,139390.0
607,,1823,976,9,4,1866.0,1000.0,2866.0,4.0,2.0,92813.0
608,,1826,951,2,2,2215.0,1000.0,3215.0,15.0,6.0,14772.0
609,,1827,945,8,9,1790.0,1000.0,2790.0,0.0,7.0,41787.0
610,,1828,979,12,1,1884.0,,1884.0,3.0,,30569.0
611,,1829,914,9,4,1726.0,1000.0,2726.0,0.0,,81269.0
612,,1831,976,6,5,2638.0,1000.0,3638.0,8.0,5.0,36064.0
613,,1834,885,1,11,1651.0,1000.0,2651.0,10.0,11.0,135023.0
614,,1835,974,12,9,2123.0,,2123.0,12.0,8.0,140108.0
615,,1837,1014,3,8,1000.0,,1000.0,11.0,12.0,52617.0
616,,1840,883,5,2,1000.0,1000.0,2000.0,2.0,15.0,8001.0
617,,1841,990,12,2,,1000.0,1000.0,9.0,7.0,86203.0
618,,1845,1024,7,1,1260.0,,1260.0,1.0,11.0,
619,,1851,994,9,9,2591.0,1000.0,3591.0,6.0,4.0,
620,,1852,994,1,1,1751.0,1000.0,2751.0,1.0,2.0,67424.0
621,,1853,1014,3,8,1000.0,1000.0,2000.0,0.0,6.0,126568.0
622,,1856,934,2,3,1693.0,1000.0,2693.0,14.0,,35681.0
623,,1859,982,6,7,2758.0,1000.0,3758.0,0.0,4.0,51375.0
624,20231016.0,1860,905,2,4,2588.0,1000.0,3588.0,0.0,11.0,31512.0
625,,1863,948,9,8,2914.0,1000.0,3914.0,8.0,11.0,
626,,1865,922,4,8,1686.0,,1686.0,10.0,9.0,11079.0
627,,1866,906,9,7,2261.0,1000.0,3261.0,0.0,14.0,
628,,1871,947,10,12,2454.0,1000.0,3454.0,0.0,16.0,38800.0
629,,1875,998,4,2,1000.0,1000.0,2000.0,0.0,5.0,111670.0
630,,1189,973,7,12,1000.0,1000.0,2000.0,5.0,4.0,68460.0
631,,1880,948,4,8,1000.0,,1000.0,12.0,16.0,104893.0
632,,1881,867,11,6,2826.0,1000.0,3826.0,1.0,9.0,
633,,1882,1004,9,9,1000.0,1000.0,2000.0,3.0,12.0,97698.0
634,,1883,980,2,1,1000.0,1000.0,2000.0,9.0,1.0,
635,,1889,1000,9,7,2039.0,1000.0,3039.0,15.0,1.0,56100.0
636,,1894,954,11,9,1000.0,1000.0,2000.0,3.0,,78211.0
637,,1898,980,6,11,2451.0,1000.0,3451.0,3.0,3.0,117618.0
638,,1899,883,1,4,1126.0,,1126.0,10.0,12.0,137211.0
639,,1202,982,11,5,2277.0,1000.0,3277.0,15.0,9.0,52629.0
640,,1913,994,4,4,2553.0,1000.0,3553.0,15.0,4.0,81565.0
641,,1914,932,5,10,2885.0,,2885.0,5.0,1.0,28041.0
642,,1917,852,7,5,2394.0,,2394.0,0.0,12.0,67930.0
643,,1922,942,4,9,1000.0,,1000.0,12.0,9.0,21964.0
644,,1923,601,1,6,2126.0,1000.0,3126.0,0.0,15.0,6227.0
645,20230104.0,1924,972,11,7,1000.0,,1000.0,9.0,1.0,557.0
646,20200925.0,1932,974,12,3,2832.0,,2832.0,9.0,8.0,23204.0
647,,1933,1007,12,2,1000.0,,1000.0,9.0,4.0,120943.0
648,,1936,996,7,12,2638.0,1000.0,3638.0,9.0,2.0,16970.0
649,,1944,1019,2,6,1000.0,1000.0,2000.0,11.0,15.0,
650,,1946,883,10,5,1283.0,1000.0,2283.0,0.0,5.0,22924.0
651,,1947,934,4,5,1000.0,1000.0,2000.0,15.0,10.0,83717.0
652,20210411.0,1952,1016,4,9,,1000.0,1000.0,10.0,6.0,80306.0
653,,1953,951,10,7,1358.0,1000.0,2358.0,0.0,1.0,11323.0
654,,1955,934,7,5,2276.0,1000.0,3276.0,1.0,1.0,41898.0
655,,1956,955,10,10,1422.0,1000.0,2422.0,1.0,2.0,68054.0
656,,1961,983,8,5,1120.0,,1120.0,4.0,15.0,41833.0
657,20231022.0,1962,959,10,7,1385.0,1000.0,2385.0,5.0,16.0,134465.0
658,,1963,976,12,6,1884.0,1000.0,2884.0,0.0,2.0,58907.0
659,,1966,980,8,4,1000.0,1000.0,2000.0,4.0,12.0,
660,,1969,954,4,4,1147.0,1000.0,2147.0,1.0,2.0,147677.0
661,,1976,906,9,9,1000.0,,1000.0,4.0,5.0,25717.0
662,,1979,964,4,4,1263.0,1000.0,2263.0,1.0,9.0,130641.0
663,,1215,943,1,9,2581.0,1000.0,3581.0,7.0,2.0,110037.0
664,,1981,951,9,1,1000.0,1000.0,2000.0,10.0,13.0,9921.0
665,,734,906,7,11,2037.0,1000.0,3037.0,0.0,1.0,
666,,1986,1002,7,2,1854.0,,1854.0,1.0,13.0,53708.0
667,,1987,989,8,6,,1000.0,1000.0,6.0,,51264.0
668,,1989,982,4,3,1615.0,,1615.0,6.0,,101734.0
669,,103,979,11,12,1000.0,1000.0,2000.0,0.0,16.0,85641.0
670,,1992,981,9,11,1000.0,1000.0,2000.0,12.0,,96972.0
671,,1993,971,8,2,1000.0,1000.0,2000.0,8.0,12.0,63338.0
672,,1997,989,4,6,1590.0,,1590.0,14.0,5.0,20486.0
673,,2000,601,10,6,1246.0,1000.0,2246.0,8.0,4.0,34282.0
674,20200202.0,2001,894,2,6,2197.0,1000.0,3197.0,11.0,8.0,4905.0
675,,2003,1018,1,9,,1000.0,1000.0,15.0,2.0,12970.0
676,,2004,926,12,4,1000.0,1000.0,2000.0,0.0,4.0,87268.0
677,,2005,964,11,1,2576.0,,2576.0,12.0,16.0,88183.0
678,,2007,974,6,10,1000.0,,1000.0,10.0,6.0,
679,,2008,964,7,5,1000.0,1000.0,2000.0,8.0,16.0,49584.0
680,,2010,905,3,12,1000.0,1000.0,2000.0,11.0,7.0,80901.0
681,,2011,932,2,7,2290.0,1000.0,3290.0,2.0,10.0,
682,,2013,994,5,5,2729.0,1000.0,3729.0,10.0,7.0,39138.0
683,,2015,1012,5,12,1944.0,,1944.0,4.0,4.0,123104.0
684,,2021,947,4,6,1000.0,,1000.0,11.0,4.0,109623.0
685,,2028,1023,4,5,,1000.0,1000.0,4.0,7.0,107854.0
686,,2032,1022,10,9,1000.0,,1000.0,0.0,2.0,
687,,2034,989,5,8,1756.0,1000.0,2756.0,0.0,9.0,
688,,2035,945,9,9,1000.0,1000.0,2000.0,9.0,10.0,96470.0
689,,2037,982,12,5,2264.0,1000.0,3264.0,1.0,6.0,117415.0
690,,2044,670,2,9,1404.0,,1404.0,3.0,6.0,20578.0
691,,387,1013,9,9,1304.0,1000.0,2304.0,7.0,14.0,89732.0
692,,2058,971,12,10,2888.0,1000.0,3888.0,9.0,1.0,
693,,2065,906,7,1,2327.0,1000.0,3327.0,1.0,13.0,
694,,2066,959,8,8,1000.0,1000.0,2000.0,8.0,5.0,127439.0
695,,2069,922,12,9,2666.0,1000.0,3666.0,0.0,16.0,32872.0
696,,2071,885,4,7,1000.0,,1000.0,0.0,4.0,17455.0
697,,2072,862,9,3,1000.0,1000.0,2000.0,0.0,2.0,97064.0
698,,2074,1019,2,4,2020.0,,2020.0,9.0,,99673.0
699,20210319.0,2075,1012,6,1,1488.0,1000.0,2488.0,1.0,,64135.0
700,,2078,970,7,5,1000.0,1000.0,2000.0,6.0,13.0,20167.0
701,,2079,926,4,5,2785.0,,2785.0,10.0,8.0,49449.0
702,,2080,964,12,12,1000.0,1000.0,2000.0,0.0,3.0,104173.0
703,20210309.0,2160,970,12,8,2378.0,,2378.0,12.0,4.0,
704,,1682,945,9,8,1000.0,,1000.0,11.0,9.0,2497.0
705,,2088,959,11,4,1000.0,1000.0,2000.0,4.0,5.0,51697.0
706,,2089,769,7,9,2406.0,1000.0,3406.0,0.0,,85968.0
707,,2091,883,7,4,2834.0,1000.0,3834.0,12.0,,38281.0
708,,2101,948,10,10,,1000.0,1000.0,1.0,1.0,88414.0
709,,2102,1023,8,6,2534.0,1000.0,3534.0,3.0,10.0,62979.0
710,,2103,1000,8,7,2161.0,,2161.0,11.0,16.0,107845.0
711,,2106,964,8,2,2827.0,,2827.0,7.0,11.0,40722.0
712,,2112,852,9,1,1000.0,1000.0,2000.0,0.0,14.0,133210.0
713,,2113,955,7,8,1000.0,1000.0,2000.0,8.0,8.0,4643.0
714,,2117,1022,2,2,2564.0,,2564.0,10.0,2.0,127066.0
715,,2120,1002,1,1,1591.0,,1591.0,5.0,8.0,
716,20230625.0,2122,1010,7,1,2759.0,,2759.0,0.0,6.0,89369.0
717,,2126,670,4,6,2482.0,1000.0,3482.0,4.0,6.0,26349.0
718,20220314.0,2132,601,6,4,1000.0,1000.0,2000.0,0.0,10.0,
719,20210819.0,2133,974,12,3,1000.0,,1000.0,15.0,1.0,84237.0
720,,2139,852,2,4,1619.0,1000.0,2619.0,13.0,11.0,10809.0
721,,2146,981,12,6,1632.0,,1632.0,5.0,9.0,25840.0
722,,2147,979,6,8,1723.0,1000.0,2723.0,7.0,5.0,8572.0
723,,2148,1015,3,7,1439.0,1000.0,2439.0,14.0,16.0,122883.0
724,,2153,894,5,9,1000.0,,1000.0,5.0,15.0,34868.0
725,,2155,959,2,12,1000.0,1000.0,2000.0,10.0,2.0,101239.0
726,,2165,1022,4,10,2842.0,,2842.0,4.0,7.0,63221.0
727,,2166,906,3,7,1881.0,1000.0,2881.0,4.0,1.0,86713.0
