id_mantenimiento,id_tiempo,id_cliente,id_vehiculo,id_sucursal,id_tipo_mantenimiento,costo_servicio,costo_repuestos,repuestos_usados,horas_taller,kilometraje_vehiculo
2316.0,20200803,117.0,246,16,1.0,1000.0,1000.0,5.0,3.0,11391.0
2317.0,20200213,9.0,274,19,4.0,1225.0,1000.0,1.0,3.0,20058.0
2318.0,20200421,28.0,247,19,4.0,1000.0,1000.0,4.0,7.0,38051.0
2319.0,20200214,460.0,12,20,1.0,1091.0,1000.0,5.0,6.0,25208.0
2320.0,20200604,486.0,35,9,4.0,1043.0,1000.0,0.0,6.0,52033.0
2321.0,20210104,285.0,260,4,6.0,1000.0,1000.0,0.0,1.0,41642.0
2322.0,20210111,382.0,230,11,3.0,1000.0,1000.0,3.0,2.0,5757.0
2323.0,20200703,434.0,61,9,7.0,1000.0,1000.0,4.0,1.0,37341.0
2324.0,20210114,25.0,139,10,5.0,1000.0,1000.0,4.0,6.0,15578.0
2325.0,20200601,138.0,210,10,8.0,1327.0,1000.0,0.0,6.0,48704.0
2326.0,20200928,309.0,185,20,2.0,1000.0,1000.0,1.0,8.0,41151.0
2327.0,20210529,265.0,100,10,8.0,1086.0,1000.0,1.0,6.0,53090.0
2328.0,20200218,112.0,84,20,5.0,1000.0,1000.0,2.0,4.0,31010.0
2329.0,20211101,298.0,119,4,1.0,1233.0,1000.0,0.0,6.0,34322.0
2330.0,20210802,454.0,85,2,4.0,1000.0,1000.0,5.0,2.0,38558.0
2331.0,20201129,420.0,159,12,1.0,1419.0,1000.0,3.0,6.0,28240.0
2332.0,20210407,209.0,115,8,4.0,1000.0,1000.0,5.0,6.0,9862.0
2333.0,20200427,11.0,80,17,8.0,1350.0,1000.0,0.0,8.0,31474.0
2334.0,20220212,486.0,264,9,6.0,1000.0,1000.0,1.0,1.0,22853.0
2335.0,20211214,234.0,51,6,7.0,1000.0,1000.0,1.0,6.0,13795.0
2336.0,20210801,27.0,250,4,2.0,1113.0,1000.0,5.0,8.0,17788.0
2337.0,20200423,392.0,234,11,6.0,1000.0,1000.0,1.0,1.0,42719.0
2338.0,20210223,487.0,47,18,3.0,1000.0,1000.0,4.0,7.0,5510.0
2339.0,20210829,283.0,129,20,7.0,1000.0,1000.0,2.0,1.0,10367.0
2340.0,20200801,387.0,168,1,3.0,1354.0,1000.0,0.0,,13958.0
2341.0,20210928,398.0,95,6,1.0,1000.0,1000.0,1.0,3.0,18626.0
2342.0,20201218,21.0,234,13,4.0,1109.0,1000.0,0.0,6.0,26208.0
2343.0,20200601,326.0,293,8,6.0,1000.0,1000.0,2.0,5.0,47620.0
2344.0,20220224,61.0,153,19,5.0,1000.0,1000.0,2.0,4.0,42539.0
2345.0,20210105,174.0,267,6,5.0,1000.0,1000.0,2.0,1.0,28294.0
2346.0,20201109,51.0,270,15,4.0,1000.0,1000.0,0.0,4.0,29956.0
2347.0,20200307,279.0,116,1,5.0,1000.0,1000.0,0.0,7.0,31922.0
2348.0,20201213,444.0,224,13,4.0,1335.0,1000.0,0.0,7.0,17200.0
2349.0,20200422,413.0,114,5,4.0,1329.0,1000.0,5.0,8.0,56281.0
2350.0,,490.0,287,1,2.0,1270.0,1000.0,0.0,2.0,48504.0
2351.0,20201126,93.0,252,9,3.0,1341.0,1000.0,5.0,8.0,16661.0
2352.0,20200502,189.0,265,17,1.0,1000.0,1000.0,1.0,7.0,8967.0
2353.0,20200921,433.0,57,12,8.0,1139.0,1000.0,2.0,5.0,19851.0
2354.0,20220123,211.0,254,3,8.0,1000.0,1000.0,2.0,5.0,14152.0
2355.0,20210111,191.0,77,16,8.0,1000.0,1000.0,0.0,4.0,21865.0
2356.0,20211024,99.0,158,1,2.0,1000.0,1000.0,0.0,6.0,54732.0
2357.0,20201128,242.0,279,5,8.0,1000.0,1000.0,0.0,5.0,35988.0
2358.0,20200825,286.0,289,3,2.0,1000.0,1000.0,3.0,6.0,5208.0
2359.0,20200903,303.0,239,2,4.0,1000.0,1000.0,0.0,4.0,23198.0
2360.0,20200901,157.0,157,16,7.0,1449.0,1000.0,0.0,2.0,45961.0
2361.0,20210920,272.0,48,6,6.0,1000.0,1000.0,4.0,4.0,48030.0
2362.0,20200725,300.0,169,12,3.0,1000.0,1000.0,5.0,8.0,17322.0
2363.0,20201125,30.0,262,15,2.0,1000.0,1000.0,2.0,5.0,38277.0
2364.0,20210504,234.0,201,19,6.0,1186.0,1000.0,0.0,1.0,12453.0
2365.0,20210609,246.0,48,20,5.0,1000.0,1000.0,1.0,5.0,5686.0
2366.0,20220212,15.0,266,20,6.0,1000.0,1000.0,4.0,8.0,6444.0
2367.0,20210715,500.0,268,19,8.0,1000.0,1000.0,2.0,7.0,41072.0
2368.0,20210823,92.0,12,15,4.0,1000.0,1000.0,1.0,2.0,40600.0
2369.0,20210223,284.0,47,7,2.0,1489.0,1000.0,3.0,7.0,42443.0
2370.0,20200622,163.0,149,10,1.0,1000.0,1000.0,0.0,,11968.0
2371.0,20210120,217.0,281,9,5.0,1000.0,1000.0,5.0,1.0,23019.0
2372.0,20220115,2.0,294,19,7.0,1000.0,1000.0,5.0,3.0,51905.0
2373.0,20200618,228.0,67,12,8.0,1000.0,1000.0,3.0,1.0,38201.0
2374.0,20200204,394.0,265,17,4.0,1000.0,1000.0,4.0,4.0,34621.0
2375.0,20200307,356.0,268,6,1.0,1000.0,1000.0,0.0,3.0,53772.0
2376.0,20201116,154.0,89,5,5.0,1000.0,1000.0,0.0,6.0,58933.0
2377.0,20210622,398.0,135,4,3.0,1000.0,1000.0,4.0,6.0,53937.0
2378.0,20210815,158.0,177,20,1.0,1000.0,1000.0,3.0,4.0,16205.0
2379.0,20201017,405.0,276,14,7.0,1000.0,1000.0,2.0,5.0,27607.0
2380.0,20210418,14.0,43,6,2.0,1468.0,1000.0,0.0,3.0,31784.0
2381.0,20210219,376.0,93,1,2.0,1248.0,1000.0,2.0,6.0,53958.0
2382.0,20211211,463.0,153,10,1.0,1000.0,1000.0,3.0,7.0,8118.0
2383.0,20200624,159.0,137,10,7.0,1000.0,1000.0,1.0,2.0,23247.0
2384.0,20200923,13.0,238,20,2.0,1000.0,1000.0,5.0,5.0,14370.0
2385.0,20210401,153.0,251,5,1.0,1466.0,1000.0,2.0,5.0,19555.0
2386.0,20210414,327.0,144,20,6.0,1000.0,1000.0,3.0,8.0,45606.0
2387.0,20210320,140.0,240,13,6.0,1043.0,1000.0,2.0,4.0,15881.0
2388.0,20200523,155.0,73,7,3.0,1000.0,1000.0,5.0,1.0,59830.0
2389.0,20211024,28.0,172,3,2.0,1248.0,1000.0,1.0,1.0,7383.0
2390.0,20201018,165.0,235,16,4.0,1000.0,1000.0,0.0,3.0,52531.0
2391.0,20220214,358.0,153,19,3.0,1000.0,1000.0,5.0,8.0,12288.0
2392.0,20201226,222.0,201,18,6.0,1000.0,1000.0,3.0,2.0,23805.0
2393.0,20210915,137.0,63,11,8.0,1000.0,1000.0,0.0,4.0,36340.0
2394.0,20210217,8.0,89,12,2.0,1000.0,1000.0,4.0,3.0,25336.0
2395.0,20210222,102.0,131,7,7.0,1000.0,1000.0,1.0,2.0,50583.0
2396.0,20220204,68.0,5,9,6.0,1232.0,1000.0,2.0,4.0,18835.0
2397.0,20211028,492.0,126,12,7.0,1000.0,1000.0,0.0,7.0,41607.0
2398.0,20200623,382.0,193,20,2.0,1000.0,1000.0,5.0,7.0,31465.0
2399.0,20200905,227.0,100,17,2.0,1332.0,1000.0,5.0,4.0,51573.0
2400.0,,184.0,98,6,4.0,1267.0,1000.0,0.0,,48104.0
2401.0,20210516,238.0,145,9,5.0,1051.0,1000.0,0.0,7.0,40802.0
2402.0,20210928,265.0,160,1,4.0,1000.0,1000.0,4.0,6.0,32500.0
2403.0,20211210,367.0,8,17,4.0,1000.0,1000.0,5.0,3.0,35186.0
2404.0,20211010,254.0,64,4,6.0,1000.0,1000.0,5.0,8.0,56077.0
2405.0,20200821,357.0,1,4,3.0,1000.0,1000.0,5.0,6.0,26362.0
2406.0,20210808,314.0,47,6,3.0,1344.0,1000.0,4.0,1.0,24861.0
2407.0,20200815,235.0,22,12,3.0,1028.0,1000.0,0.0,6.0,10437.0
2408.0,20220119,319.0,222,2,3.0,1000.0,1000.0,2.0,3.0,45068.0
2409.0,20200804,225.0,248,12,1.0,1000.0,1000.0,5.0,7.0,34355.0
2410.0,20211223,123.0,128,7,6.0,1000.0,1000.0,3.0,6.0,47541.0
2411.0,20210329,426.0,62,14,7.0,1000.0,1000.0,0.0,7.0,30766.0
2412.0,20211214,125.0,265,4,7.0,1000.0,1000.0,1.0,8.0,30576.0
2413.0,20200709,376.0,64,1,8.0,1046.0,1000.0,2.0,5.0,49009.0
2414.0,20201021,384.0,290,20,8.0,1000.0,1000.0,0.0,2.0,26289.0
2415.0,20200804,434.0,169,15,6.0,1000.0,1000.0,5.0,2.0,9886.0
2416.0,20211111,394.0,223,7,6.0,1000.0,1000.0,2.0,1.0,30168.0
2417.0,20200325,391.0,6,10,7.0,1000.0,1000.0,5.0,1.0,22918.0
2418.0,20201224,104.0,265,7,4.0,1000.0,1000.0,0.0,5.0,41189.0
2419.0,20210330,422.0,54,12,3.0,1224.0,1000.0,4.0,5.0,26302.0
2420.0,20210424,387.0,208,20,5.0,1000.0,1000.0,4.0,4.0,5324.0
2421.0,20210101,238.0,284,20,5.0,1030.0,1000.0,4.0,3.0,41448.0
2422.0,20200418,217.0,7,20,2.0,1139.0,1000.0,1.0,5.0,23163.0
2423.0,20201219,358.0,130,13,5.0,1000.0,1000.0,5.0,3.0,9643.0
2424.0,20200430,209.0,175,1,6.0,1000.0,1000.0,3.0,6.0,26360.0
2425.0,20200420,483.0,220,10,4.0,1000.0,1000.0,0.0,8.0,21191.0
2426.0,20200723,46.0,50,11,1.0,1000.0,1000.0,5.0,5.0,58745.0
2427.0,20200919,221.0,243,4,3.0,1303.0,1000.0,3.0,6.0,19634.0
2428.0,20210322,355.0,225,8,8.0,1314.0,1000.0,5.0,4.0,41034.0
2429.0,20200529,15.0,185,14,8.0,1000.0,1000.0,0.0,6.0,53385.0
2430.0,20210309,352.0,150,17,5.0,1000.0,1000.0,5.0,,11222.0
2431.0,20201202,245.0,167,12,4.0,1189.0,1000.0,2.0,7.0,55330.0
2432.0,20210612,386.0,148,8,2.0,1000.0,1000.0,0.0,6.0,49186.0
2433.0,20220110,388.0,257,5,1.0,1196.0,1000.0,2.0,4.0,6168.0
2434.0,20210518,493.0,288,13,8.0,1000.0,1000.0,1.0,6.0,54732.0
2435.0,20220128,139.0,295,3,2.0,1000.0,1000.0,5.0,2.0,38634.0
2436.0,20211212,215.0,241,16,1.0,1298.0,1000.0,3.0,6.0,41302.0
2437.0,20200831,47.0,300,1,7.0,1000.0,1000.0,4.0,6.0,41477.0
2438.0,20220109,404.0,42,9,8.0,1000.0,1000.0,1.0,3.0,42612.0
2439.0,20201228,357.0,278,10,7.0,1000.0,1000.0,3.0,2.0,16586.0
2440.0,20200719,174.0,34,4,5.0,1452.0,1000.0,0.0,1.0,7956.0
2441.0,20200927,350.0,198,20,1.0,1430.0,1000.0,1.0,8.0,13283.0
2442.0,20220303,496.0,173,9,5.0,1000.0,1000.0,1.0,6.0,24028.0
2443.0,20200722,491.0,131,3,3.0,1143.0,1000.0,2.0,4.0,5707.0
2444.0,20211104,179.0,219,4,2.0,1000.0,1000.0,0.0,3.0,10007.0
2445.0,20200516,417.0,61,2,2.0,1157.0,1000.0,4.0,3.0,6171.0
2446.0,20210828,440.0,262,18,3.0,1254.0,1000.0,3.0,7.0,37784.0
2447.0,20210822,19.0,235,9,7.0,1113.0,1000.0,4.0,8.0,6918.0
2448.0,20210610,451.0,75,9,1.0,1000.0,1000.0,2.0,7.0,32300.0
2449.0,20201105,347.0,269,11,2.0,1000.0,1000.0,1.0,8.0,8814.0
2450.0,,260.0,37,14,2.0,1070.0,1000.0,0.0,7.0,12625.0
2451.0,20200729,50.0,132,19,1.0,1000.0,1000.0,5.0,1.0,57552.0
2452.0,20210730,377.0,139,3,5.0,1447.0,1000.0,5.0,1.0,46636.0
2453.0,20200926,19.0,260,14,8.0,1427.0,1000.0,0.0,6.0,27148.0
2454.0,20220111,173.0,16,10,2.0,1476.0,1000.0,1.0,3.0,30639.0
2455.0,20200604,458.0,64,5,1.0,1000.0,1000.0,5.0,6.0,59987.0
2456.0,20220308,149.0,69,13,1.0,1000.0,1000.0,0.0,8.0,52379.0
2457.0,20210629,132.0,56,4,2.0,1000.0,1000.0,3.0,4.0,29322.0
2458.0,20211113,229.0,54,16,7.0,1200.0,1000.0,1.0,4.0,13121.0
2459.0,20210427,449.0,277,14,1.0,1000.0,1000.0,1.0,1.0,22766.0
2460.0,20220117,348.0,53,3,5.0,1000.0,1000.0,4.0,,26014.0
2461.0,20220205,388.0,174,10,5.0,1126.0,1000.0,2.0,7.0,48222.0
2462.0,20210908,498.0,200,16,8.0,1000.0,1000.0,4.0,4.0,39100.0
2463.0,20200811,37.0,7,17,2.0,1000.0,1000.0,1.0,4.0,52669.0
2464.0,20211120,371.0,92,10,3.0,1000.0,1000.0,0.0,1.0,13362.0
2465.0,20200916,273.0,292,4,3.0,1000.0,1000.0,1.0,3.0,40090.0
2466.0,20220224,283.0,152,11,1.0,1270.0,1000.0,3.0,6.0,57217.0
2467.0,20210102,293.0,279,6,1.0,1000.0,1000.0,0.0,5.0,5673.0
2468.0,20200630,316.0,210,11,5.0,1272.0,1000.0,1.0,1.0,46160.0
2469.0,20210708,197.0,52,2,1.0,1000.0,1000.0,2.0,3.0,16905.0
2470.0,20200916,88.0,148,2,2.0,1473.0,1000.0,5.0,3.0,37434.0
2471.0,20200725,120.0,163,20,1.0,1000.0,1000.0,0.0,5.0,48407.0
2472.0,20201126,405.0,92,4,2.0,1437.0,1000.0,1.0,2.0,12079.0
2473.0,20220218,179.0,142,2,4.0,1000.0,1000.0,3.0,1.0,46272.0
2474.0,20211108,14.0,281,14,4.0,1000.0,1000.0,5.0,6.0,32002.0
2475.0,20210410,353.0,238,15,2.0,1010.0,1000.0,0.0,3.0,25283.0
2476.0,20200315,396.0,299,13,8.0,1038.0,1000.0,5.0,6.0,23934.0
2477.0,20200623,24.0,138,13,1.0,1000.0,1000.0,0.0,1.0,31704.0
2478.0,20211121,7.0,149,18,6.0,1348.0,1000.0,4.0,7.0,41922.0
2479.0,20201006,263.0,49,7,6.0,1000.0,1000.0,2.0,3.0,55380.0
2480.0,20220104,483.0,26,13,6.0,1000.0,1000.0,0.0,6.0,10175.0
2481.0,20220115,299.0,242,2,5.0,1000.0,1000.0,4.0,4.0,9742.0
2482.0,20220113,428.0,51,9,8.0,1268.0,1000.0,2.0,4.0,5230.0
2483.0,20211123,437.0,143,15,6.0,1000.0,1000.0,0.0,2.0,15757.0
2484.0,20210224,54.0,62,14,5.0,1000.0,1000.0,1.0,1.0,10166.0
2485.0,20200213,179.0,203,11,5.0,1038.0,1000.0,5.0,8.0,22173.0
2486.0,20200604,359.0,52,11,7.0,1000.0,1000.0,2.0,2.0,8648.0
2487.0,20210515,217.0,293,20,7.0,1268.0,1000.0,3.0,6.0,32234.0
2488.0,20210622,96.0,270,10,4.0,1325.0,1000.0,2.0,7.0,55626.0
2489.0,20200906,350.0,24,7,6.0,1000.0,1000.0,5.0,1.0,39276.0
2490.0,20210306,343.0,190,13,8.0,1000.0,1000.0,3.0,,31876.0
2491.0,20210403,199.0,173,13,7.0,1036.0,1000.0,1.0,7.0,31951.0
2492.0,20210401,181.0,241,6,2.0,1000.0,1000.0,0.0,2.0,34845.0
2493.0,20210407,221.0,139,1,3.0,1000.0,1000.0,2.0,2.0,27984.0
2494.0,20200209,202.0,214,18,8.0,1000.0,1000.0,1.0,2.0,9162.0
2495.0,20210808,22.0,100,7,1.0,1304.0,1000.0,3.0,1.0,31042.0
2496.0,20210722,103.0,168,3,5.0,1000.0,1000.0,1.0,1.0,16092.0
2497.0,20200408,154.0,125,15,8.0,1000.0,1000.0,4.0,6.0,13665.0
2498.0,20220116,203.0,39,10,5.0,1000.0,1000.0,5.0,7.0,19980.0
2499.0,20201005,451.0,46,13,8.0,1000.0,1000.0,1.0,4.0,12829.0
2500.0,,435.0,220,13,3.0,1348.0,1000.0,0.0,3.0,58747.0
2501.0,20200202,36.0,113,5,7.0,1000.0,1000.0,4.0,7.0,46892.0
2502.0,20200301,300.0,29,2,8.0,1000.0,1000.0,5.0,2.0,28768.0
2503.0,20201008,450.0,218,3,4.0,1000.0,1000.0,0.0,5.0,33912.0
2504.0,20210326,118.0,21,11,2.0,1317.0,1000.0,0.0,6.0,58328.0
2505.0,20211206,499.0,52,19,2.0,1000.0,1000.0,4.0,7.0,36619.0
2506.0,20211022,220.0,205,16,3.0,1000.0,1000.0,0.0,8.0,7006.0
2507.0,20210121,145.0,137,12,6.0,1000.0,1000.0,1.0,5.0,53819.0
2508.0,20200206,262.0,262,2,4.0,1000.0,1000.0,4.0,5.0,16886.0
2509.0,20211008,246.0,21,7,4.0,1000.0,1000.0,2.0,8.0,47724.0
2510.0,20210117,341.0,284,9,1.0,1390.0,1000.0,5.0,6.0,42474.0
2511.0,20200510,89.0,50,13,4.0,1000.0,1000.0,2.0,5.0,11797.0
2512.0,20201215,339.0,256,11,8.0,1473.0,1000.0,5.0,7.0,27085.0
2513.0,20210606,434.0,120,15,6.0,1229.0,1000.0,3.0,6.0,23004.0
2514.0,20201028,248.0,296,3,5.0,1000.0,1000.0,4.0,6.0,43811.0
2515.0,20200820,215.0,6,9,3.0,1000.0,1000.0,5.0,6.0,42574.0
2516.0,20210629,200.0,229,9,2.0,1000.0,1000.0,0.0,7.0,56175.0
2517.0,20210901,57.0,48,9,2.0,1000.0,1000.0,4.0,5.0,15430.0
2518.0,20211017,434.0,1,17,5.0,1000.0,1000.0,5.0,4.0,54478.0
2519.0,20200429,303.0,67,7,5.0,1000.0,1000.0,5.0,5.0,14206.0
2520.0,20210130,408.0,240,3,4.0,1349.0,1000.0,0.0,,49236.0
2521.0,20200228,454.0,262,13,8.0,1000.0,1000.0,0.0,8.0,32187.0
2522.0,20220209,410.0,79,9,3.0,1000.0,1000.0,3.0,6.0,51914.0
2523.0,20210126,451.0,187,11,8.0,1000.0,1000.0,4.0,2.0,52044.0
2524.0,20210627,369.0,242,12,2.0,1247.0,1000.0,3.0,2.0,27589.0
2525.0,20200518,440.0,206,9,3.0,1000.0,1000.0,0.0,1.0,40515.0
2526.0,20201205,478.0,214,2,2.0,1000.0,1000.0,1.0,5.0,35913.0
2527.0,20210309,3.0,48,6,3.0,1000.0,1000.0,5.0,5.0,51881.0
2528.0,20200921,261.0,256,5,7.0,1000.0,1000.0,1.0,6.0,38067.0
2529.0,20210623,96.0,220,10,4.0,1000.0,1000.0,3.0,3.0,47145.0
2530.0,20220120,391.0,116,7,3.0,1036.0,1000.0,2.0,3.0,24330.0
2531.0,20211026,58.0,104,10,7.0,1000.0,1000.0,3.0,7.0,5675.0
2532.0,20220309,1.0,142,5,6.0,1000.0,1000.0,2.0,5.0,22955.0
2533.0,20200716,292.0,244,3,2.0,1000.0,1000.0,3.0,1.0,13809.0
2534.0,20210704,308.0,249,1,1.0,1279.0,1000.0,2.0,3.0,22229.0
2535.0,20210103,204.0,36,4,1.0,1270.0,1000.0,5.0,5.0,44653.0
2536.0,20201005,7.0,210,15,1.0,1000.0,1000.0,3.0,2.0,35226.0
2537.0,20210824,248.0,135,16,1.0,1359.0,1000.0,4.0,4.0,50199.0
2538.0,20210716,329.0,271,1,3.0,1194.0,1000.0,1.0,4.0,8406.0
2539.0,20220110,352.0,225,4,6.0,1000.0,1000.0,3.0,7.0,16659.0
2540.0,20210613,12.0,216,14,7.0,1000.0,1000.0,4.0,3.0,59611.0
2541.0,20200923,450.0,287,6,1.0,1000.0,1000.0,2.0,4.0,32223.0
2542.0,20200914,272.0,55,5,3.0,1000.0,1000.0,2.0,1.0,59050.0
2543.0,20200429,40.0,73,14,3.0,1000.0,1000.0,2.0,1.0,7256.0
2544.0,20200408,302.0,296,4,2.0,1344.0,1000.0,5.0,6.0,8905.0
2545.0,20200719,430.0,39,2,2.0,1131.0,1000.0,3.0,4.0,37299.0
2546.0,20200303,467.0,56,4,2.0,1000.0,1000.0,2.0,4.0,27237.0
2547.0,20210523,477.0,34,10,3.0,1000.0,1000.0,1.0,7.0,17546.0
2548.0,20200306,471.0,194,17,5.0,1391.0,1000.0,5.0,8.0,32933.0
2549.0,20210517,460.0,222,4,3.0,1000.0,1000.0,0.0,2.0,26094.0
2550.0,,319.0,240,4,1.0,1000.0,1000.0,0.0,,39399.0
2551.0,20201209,51.0,133,14,5.0,1000.0,1000.0,4.0,5.0,50913.0
2552.0,20201222,448.0,156,15,2.0,1000.0,1000.0,1.0,2.0,12638.0
2553.0,20200409,125.0,253,17,8.0,1207.0,1000.0,3.0,1.0,44721.0
2554.0,20200809,329.0,3,14,7.0,1397.0,1000.0,2.0,8.0,46825.0
2555.0,20210427,287.0,135,4,1.0,1449.0,1000.0,0.0,1.0,42238.0
2556.0,20200916,434.0,8,19,6.0,1000.0,1000.0,0.0,2.0,21282.0
2557.0,20220126,400.0,231,13,5.0,1000.0,1000.0,3.0,3.0,59167.0
2558.0,20200306,29.0,42,5,3.0,1000.0,1000.0,5.0,8.0,14220.0
2559.0,20210421,189.0,9,11,1.0,1319.0,1000.0,3.0,2.0,57853.0
2560.0,20200420,253.0,263,20,4.0,1000.0,1000.0,0.0,7.0,9436.0
2561.0,20200614,333.0,231,15,2.0,1000.0,1000.0,2.0,4.0,22995.0
2562.0,20220104,32.0,94,2,6.0,1000.0,1000.0,4.0,2.0,40321.0
2563.0,20200714,218.0,267,7,4.0,1000.0,1000.0,0.0,8.0,47478.0
2564.0,20210907,70.0,69,10,5.0,1011.0,1000.0,3.0,2.0,13080.0
2565.0,20200518,468.0,161,11,8.0,1216.0,1000.0,1.0,5.0,7130.0
2566.0,20211121,146.0,95,19,2.0,1000.0,1000.0,1.0,5.0,9900.0
2567.0,20220301,165.0,181,3,8.0,1470.0,1000.0,1.0,3.0,16711.0
2568.0,20200426,397.0,9,12,8.0,1417.0,1000.0,0.0,5.0,24423.0
2569.0,20201122,252.0,97,12,3.0,1000.0,1000.0,3.0,2.0,36336.0
2570.0,20200502,256.0,57,9,8.0,1000.0,1000.0,4.0,3.0,43333.0
2571.0,20220209,349.0,191,2,6.0,1000.0,1000.0,3.0,8.0,46848.0
2572.0,20201223,225.0,201,19,8.0,1000.0,1000.0,1.0,2.0,9373.0
2573.0,20200924,445.0,271,1,1.0,1000.0,1000.0,3.0,8.0,5295.0
2574.0,20200412,477.0,225,5,3.0,1251.0,1000.0,2.0,8.0,27755.0
2575.0,20200402,499.0,88,12,5.0,1000.0,1000.0,0.0,2.0,57081.0
2576.0,20200816,376.0,185,18,4.0,1166.0,1000.0,3.0,4.0,54398.0
2577.0,20210802,74.0,198,8,3.0,1390.0,1000.0,2.0,3.0,15304.0
2578.0,20210604,463.0,217,8,5.0,1000.0,1000.0,4.0,6.0,39581.0
2579.0,20211218,110.0,157,20,5.0,1000.0,1000.0,3.0,6.0,58120.0
2580.0,20200713,309.0,253,5,6.0,1000.0,1000.0,4.0,,29100.0
2581.0,20210122,426.0,43,10,5.0,1000.0,1000.0,2.0,4.0,18291.0
2582.0,20220106,249.0,181,16,6.0,1016.0,1000.0,5.0,6.0,29984.0
2583.0,20210125,356.0,194,16,8.0,1007.0,1000.0,0.0,6.0,27070.0
2584.0,20210108,9.0,63,8,4.0,1228.0,1000.0,2.0,3.0,13263.0
2585.0,20210312,323.0,221,14,1.0,1203.0,1000.0,3.0,2.0,42759.0
2586.0,20210909,87.0,292,5,6.0,1000.0,1000.0,0.0,7.0,44754.0
2587.0,20200813,149.0,257,8,7.0,1452.0,1000.0,1.0,2.0,9843.0
2588.0,20201126,174.0,48,20,7.0,1469.0,1000.0,2.0,5.0,34840.0
2589.0,20200713,2.0,102,17,3.0,1000.0,1000.0,0.0,4.0,11608.0
2590.0,20201214,391.0,83,8,1.0,1000.0,1000.0,1.0,2.0,28717.0
2591.0,20210330,388.0,51,17,1.0,1000.0,1000.0,5.0,1.0,8305.0
2592.0,20200823,309.0,159,5,6.0,1000.0,1000.0,4.0,8.0,29773.0
2593.0,20200920,416.0,79,19,4.0,1000.0,1000.0,3.0,7.0,51847.0
2594.0,20200915,263.0,243,6,7.0,1000.0,1000.0,3.0,2.0,5386.0
2595.0,20210427,74.0,292,7,6.0,1237.0,1000.0,4.0,5.0,9989.0
2596.0,20211112,9.0,63,12,5.0,1000.0,1000.0,1.0,5.0,20604.0
2597.0,20200228,155.0,89,19,2.0,1208.0,1000.0,2.0,8.0,24134.0
2598.0,20200523,381.0,287,14,6.0,1389.0,1000.0,5.0,6.0,44192.0
2599.0,20210816,347.0,21,14,3.0,1000.0,1000.0,3.0,3.0,7676.0
2600.0,,25.0,56,12,4.0,1104.0,1000.0,0.0,2.0,47951.0
2601.0,20210531,253.0,32,19,6.0,1000.0,1000.0,3.0,1.0,52335.0
2602.0,20200501,15.0,48,17,3.0,1000.0,1000.0,1.0,7.0,18098.0
2603.0,20201117,37.0,274,14,6.0,1000.0,1000.0,5.0,3.0,31297.0
2604.0,20200819,164.0,129,6,8.0,1088.0,1000.0,0.0,6.0,8670.0
2605.0,20211101,209.0,106,17,6.0,1072.0,1000.0,3.0,7.0,8677.0
2606.0,20200303,67.0,20,13,8.0,1012.0,1000.0,1.0,7.0,6429.0
2607.0,20210927,23.0,173,19,6.0,1000.0,1000.0,5.0,3.0,14135.0
2608.0,20210106,484.0,167,20,6.0,1012.0,1000.0,2.0,2.0,51500.0
2609.0,20210401,388.0,195,7,2.0,1258.0,1000.0,1.0,5.0,22489.0
2610.0,20210320,418.0,192,4,2.0,1000.0,1000.0,4.0,,54235.0
2611.0,20210906,10.0,250,14,5.0,1000.0,1000.0,3.0,5.0,36192.0
2612.0,20210122,27.0,210,1,8.0,1346.0,1000.0,3.0,7.0,48435.0
2613.0,20210114,15.0,43,10,7.0,1000.0,1000.0,0.0,1.0,16470.0
2614.0,20200801,196.0,56,16,5.0,1000.0,1000.0,4.0,7.0,20201.0
2615.0,20200314,465.0,173,5,1.0,1406.0,1000.0,5.0,4.0,30611.0
2616.0,20211106,325.0,87,10,7.0,1000.0,1000.0,0.0,6.0,15729.0
2617.0,20200603,69.0,86,3,4.0,1000.0,1000.0,2.0,4.0,43177.0
2618.0,20220125,176.0,159,3,4.0,1000.0,1000.0,4.0,5.0,16704.0
2619.0,20200206,227.0,112,18,1.0,1297.0,1000.0,1.0,1.0,10754.0
2620.0,20210520,398.0,213,19,1.0,1000.0,1000.0,1.0,6.0,32897.0
2621.0,20201112,186.0,190,14,4.0,1000.0,1000.0,0.0,2.0,50783.0
2622.0,20200415,322.0,220,9,2.0,1205.0,1000.0,3.0,5.0,32046.0
2623.0,20210316,409.0,283,14,8.0,1388.0,1000.0,0.0,7.0,31322.0
2624.0,20200528,165.0,184,6,8.0,1346.0,1000.0,2.0,8.0,14740.0
2625.0,20210117,409.0,249,7,3.0,1307.0,1000.0,0.0,5.0,39261.0
2626.0,20200910,475.0,222,7,2.0,1000.0,1000.0,0.0,8.0,44832.0
2627.0,20210718,185.0,193,11,4.0,1446.0,1000.0,2.0,4.0,35510.0
2628.0,20220311,400.0,177,3,8.0,1000.0,1000.0,4.0,5.0,30986.0
2629.0,20210503,136.0,182,2,6.0,1000.0,1000.0,1.0,6.0,27917.0
2630.0,20210118,68.0,51,9,7.0,1000.0,1000.0,4.0,6.0,55910.0
2631.0,20220210,87.0,272,7,4.0,1000.0,1000.0,2.0,4.0,42459.0
2632.0,20211209,153.0,60,2,5.0,1000.0,1000.0,5.0,2.0,5399.0
