id_tiempo,id_cliente,id_vehiculo,id_sucursal,id_tipo_mantenimiento,costo_servicio,costo_repuestos,repuestos_usados,horas_taller,kilometraje_vehiculo
,520,61,8,7.0,7710.0,4600.0,60.0,6.0,21369.0
20210325,648,89,3,1.0,10190.0,3660.0,50.0,9.0,66303.0
,2,201,20,10.0,3600.0,2060.0,10.0,4.0,62465.0
20211015,770,113,3,8.0,13790.0,1000.0,20.0,8.0,1114.0
,690,312,27,6.0,8690.0,3500.0,0.0,8.0,41376.0
,521,4,22,4.0,15310.0,3950.0,70.0,4.0,60880.0
20230521,419,170,1,9.0,16160.0,3870.0,70.0,10.0,60866.0
,550,494,13,3.0,18490.0,,70.0,3.0,35760.0
,326,39,17,9.0,12930.0,,20.0,5.0,23823.0
,273,338,6,4.0,13590.0,1000.0,20.0,10.0,50285.0
,492,208,19,8.0,10130.0,1700.0,50.0,9.0,19620.0
,694,99,4,3.0,17440.0,3220.0,30.0,4.0,39926.0
,248,129,11,9.0,6230.0,4150.0,100.0,1.0,43259.0
,647,361,11,5.0,6700.0,1000.0,0.0,3.0,37143.0
20210504,666,340,11,2.0,10850.0,,30.0,9.0,79024.0
20220215,507,228,4,5.0,14280.0,2940.0,90.0,8.0,41584.0
20230611,541,182,23,1.0,1990.0,,80.0,12.0,26306.0
20200921,794,283,6,1.0,10120.0,3840.0,50.0,12.0,71200.0
,184,293,2,1.0,2770.0,2380.0,80.0,6.0,39740.0
20230721,524,441,17,6.0,2720.0,1050.0,90.0,5.0,58201.0
20200214,434,383,17,3.0,12680.0,,20.0,7.0,7828.0
,415,246,8,4.0,15670.0,4640.0,60.0,12.0,36763.0
20230519,620,191,25,10.0,12700.0,4510.0,0.0,7.0,33743.0
,547,125,16,5.0,15230.0,1000.0,90.0,3.0,19172.0
,503,436,24,5.0,2970.0,,0.0,6.0,43843.0
20210514,432,340,27,8.0,16250.0,,60.0,12.0,13930.0
,485,463,20,10.0,17280.0,4300.0,60.0,3.0,60802.0
,777,393,24,6.0,12980.0,3220.0,100.0,6.0,36533.0
,172,417,9,8.0,16410.0,1000.0,100.0,12.0,9622.0
20241105,409,58,28,2.0,1300.0,3920.0,50.0,9.0,8955.0
20240328,416,180,30,3.0,18920.0,1000.0,60.0,1.0,37213.0
,713,367,10,9.0,13510.0,,10.0,3.0,66274.0
20210910,759,210,10,2.0,14910.0,2480.0,20.0,8.0,4971.0
20200704,503,120,10,8.0,14700.0,,70.0,8.0,38197.0
,72,260,12,3.0,1710.0,,60.0,6.0,7938.0
,253,356,15,6.0,6360.0,4710.0,10.0,3.0,26075.0
,449,349,25,7.0,1000.0,,50.0,8.0,31007.0
20240623,716,486,24,7.0,1000.0,1380.0,10.0,4.0,13018.0
20220913,476,435,27,5.0,12410.0,1650.0,10.0,5.0,22372.0
,60,191,2,2.0,5510.0,,20.0,3.0,6515.0
,440,339,24,4.0,9050.0,,10.0,5.0,27885.0
,725,423,5,5.0,3200.0,2140.0,20.0,9.0,6500.0
,751,64,15,8.0,10850.0,4740.0,70.0,4.0,46417.0
20230721,168,277,19,7.0,18070.0,4820.0,10.0,8.0,38011.0
,670,161,19,8.0,4940.0,1000.0,0.0,6.0,17395.0
,374,246,5,2.0,9130.0,,60.0,5.0,23657.0
,702,144,20,8.0,13060.0,1180.0,70.0,11.0,62353.0
20200605,267,464,25,7.0,8110.0,1000.0,0.0,8.0,37399.0
20241009,255,229,28,3.0,11270.0,2960.0,10.0,7.0,17518.0
20230515,675,4,13,1.0,2000.0,,70.0,4.0,48504.0
20211224,626,295,15,6.0,1610.0,4960.0,10.0,6.0,31741.0
,95,237,17,3.0,12590.0,1000.0,90.0,11.0,49072.0
,486,5,3,1.0,1540.0,4550.0,100.0,2.0,63805.0
,533,167,20,10.0,4620.0,1650.0,50.0,12.0,36473.0
20240422,196,339,30,10.0,13480.0,4900.0,70.0,2.0,39425.0
,382,351,9,10.0,9840.0,2000.0,70.0,12.0,73425.0
,434,417,3,5.0,16530.0,1540.0,50.0,11.0,24220.0
,619,446,28,6.0,14800.0,1000.0,80.0,9.0,20299.0
20220424,726,430,23,1.0,4190.0,1950.0,100.0,11.0,77084.0
,658,351,1,6.0,19100.0,,60.0,7.0,77615.0
,610,350,4,3.0,19050.0,1000.0,40.0,12.0,64048.0
20221017,478,62,10,3.0,13150.0,2790.0,30.0,7.0,22109.0
,544,315,29,4.0,7570.0,1870.0,60.0,9.0,41313.0
,528,73,27,6.0,13880.0,,10.0,6.0,48608.0
,357,366,22,3.0,12330.0,,100.0,4.0,32565.0
,184,280,23,7.0,6690.0,1000.0,50.0,3.0,71326.0
,138,201,29,5.0,16280.0,,50.0,5.0,3211.0
,453,484,28,6.0,11430.0,2960.0,30.0,2.0,33165.0
,118,42,26,2.0,1910.0,1670.0,40.0,2.0,9470.0
20211028,666,62,15,5.0,8780.0,,70.0,1.0,74652.0
,337,148,30,6.0,17990.0,4160.0,60.0,12.0,10513.0
,744,423,24,5.0,5160.0,2280.0,100.0,7.0,67914.0
20210605,667,354,29,8.0,3770.0,2610.0,50.0,8.0,26850.0
,703,115,25,10.0,13710.0,,20.0,1.0,50656.0
,49,340,29,6.0,12700.0,1000.0,30.0,4.0,40967.0
20221220,741,21,7,10.0,11570.0,3190.0,40.0,6.0,53068.0
,166,59,7,8.0,19400.0,2830.0,70.0,10.0,27317.0
,530,347,21,5.0,2670.0,,90.0,4.0,49810.0
,354,448,23,3.0,12820.0,2950.0,80.0,5.0,50694.0
20230521,26,195,28,3.0,2280.0,1260.0,20.0,8.0,49231.0
,541,201,16,7.0,10540.0,,80.0,7.0,62081.0
20200528,694,316,27,9.0,14970.0,3070.0,0.0,2.0,45585.0
,710,486,21,3.0,1000.0,1000.0,10.0,11.0,50471.0
20211010,330,482,19,2.0,8410.0,2670.0,20.0,4.0,2631.0
,328,497,2,4.0,17090.0,,70.0,6.0,74229.0
20220227,280,20,9,8.0,15740.0,2430.0,40.0,5.0,3166.0
20211121,395,3,26,5.0,3770.0,1000.0,30.0,3.0,43793.0
,84,298,24,8.0,6160.0,1250.0,30.0,7.0,26432.0
20210204,168,342,28,10.0,7480.0,1300.0,80.0,12.0,38024.0
,540,405,19,6.0,16940.0,,20.0,5.0,36123.0
,547,388,19,2.0,6900.0,4310.0,40.0,7.0,74695.0
,64,206,4,6.0,14490.0,4650.0,80.0,2.0,35964.0
,171,320,16,2.0,16910.0,,60.0,6.0,8286.0
,624,131,10,8.0,13800.0,1150.0,80.0,8.0,41955.0
20230823,363,462,30,6.0,13980.0,1000.0,70.0,2.0,30866.0
,353,207,20,7.0,18140.0,,20.0,8.0,37439.0
,175,499,15,7.0,7410.0,,80.0,6.0,27127.0
,223,185,12,7.0,10170.0,3440.0,90.0,5.0,69126.0
,121,299,26,4.0,6420.0,,50.0,6.0,77250.0
,27,128,23,7.0,13700.0,,10.0,2.0,18999.0
,445,390,25,2.0,5090.0,2450.0,20.0,11.0,71710.0
,751,221,6,10.0,1760.0,1500.0,30.0,5.0,56472.0
,732,37,8,6.0,12060.0,4690.0,0.0,10.0,20843.0
20211123,594,368,10,6.0,11710.0,1000.0,90.0,8.0,33465.0
,749,347,17,9.0,10580.0,1840.0,20.0,3.0,22096.0
,484,427,2,9.0,3470.0,2400.0,100.0,5.0,68742.0
,594,419,8,9.0,4260.0,1900.0,70.0,8.0,79498.0
20220205,240,300,15,7.0,9630.0,1410.0,30.0,8.0,54440.0
20231206,44,246,13,9.0,4490.0,1150.0,30.0,5.0,41894.0
20230721,570,20,17,2.0,14470.0,,30.0,10.0,64405.0
20241123,302,438,9,10.0,10190.0,4740.0,80.0,11.0,64204.0
,62,102,21,9.0,10630.0,1000.0,40.0,5.0,2467.0
20241123,644,167,7,7.0,13920.0,1000.0,20.0,5.0,54960.0
,103,207,28,9.0,11630.0,,0.0,9.0,1626.0
,534,198,12,2.0,18090.0,4160.0,20.0,4.0,45018.0
,55,274,11,5.0,18080.0,1000.0,50.0,8.0,25386.0
20231114,693,90,28,3.0,6530.0,2220.0,60.0,1.0,19953.0
,99,85,18,1.0,10170.0,,60.0,12.0,50725.0
,436,19,11,8.0,5800.0,3120.0,60.0,2.0,69644.0
,583,95,30,6.0,6520.0,,10.0,1.0,61095.0
,583,263,20,2.0,10130.0,3160.0,50.0,4.0,4220.0
,226,380,30,1.0,1000.0,1550.0,20.0,6.0,30237.0
20200421,141,10,16,8.0,9120.0,3980.0,80.0,11.0,21621.0
,790,35,1,4.0,13640.0,1610.0,20.0,2.0,50053.0
,83,391,1,8.0,5780.0,1110.0,70.0,2.0,43056.0
20200418,81,302,7,2.0,19700.0,2400.0,50.0,4.0,34254.0
,791,324,18,2.0,3340.0,4500.0,90.0,5.0,3446.0
,442,474,20,2.0,18300.0,,60.0,12.0,8129.0
,329,183,12,8.0,4180.0,,40.0,5.0,64641.0
,345,364,9,4.0,19820.0,4190.0,50.0,6.0,41820.0
20200705,165,475,20,5.0,13570.0,,60.0,4.0,21704.0
,470,492,2,5.0,12510.0,,0.0,6.0,6840.0
,482,128,22,6.0,13040.0,,100.0,6.0,78158.0
20211224,700,296,14,6.0,11750.0,3230.0,40.0,5.0,9067.0
20200903,468,442,11,1.0,8650.0,2190.0,60.0,5.0,30098.0
,443,324,29,3.0,1970.0,1000.0,20.0,2.0,14254.0
,208,473,21,3.0,16360.0,,50.0,6.0,16193.0
20210910,437,218,24,8.0,10850.0,,30.0,10.0,78735.0
,130,192,4,4.0,14670.0,,70.0,1.0,32437.0
,506,288,19,1.0,5180.0,,10.0,5.0,75369.0
,406,248,8,7.0,3340.0,2750.0,90.0,8.0,18526.0
,209,2,1,4.0,10380.0,2260.0,50.0,1.0,28264.0
,564,487,21,6.0,15930.0,,100.0,5.0,66946.0
,147,396,9,4.0,6550.0,3420.0,10.0,3.0,32076.0
,404,500,15,7.0,13020.0,1000.0,50.0,5.0,49622.0
,671,110,7,3.0,6400.0,4110.0,20.0,5.0,77090.0
20200624,139,369,29,3.0,4970.0,3730.0,40.0,6.0,44827.0
,528,34,13,6.0,8190.0,1180.0,30.0,3.0,10634.0
,103,36,27,1.0,15520.0,1000.0,0.0,6.0,72813.0
,786,51,1,8.0,8450.0,,90.0,4.0,14544.0
20210326,178,226,30,10.0,10750.0,,70.0,7.0,53015.0
20220629,707,427,30,3.0,4030.0,,80.0,8.0,73081.0
20221123,269,5,9,8.0,5120.0,2850.0,40.0,7.0,71360.0
,610,18,19,3.0,15590.0,1110.0,30.0,12.0,66431.0
,255,291,11,4.0,9020.0,3840.0,90.0,7.0,61675.0
,163,234,5,5.0,6430.0,2970.0,0.0,9.0,44412.0
,489,21,9,4.0,10470.0,,80.0,10.0,13695.0
,707,291,2,2.0,4890.0,,30.0,9.0,70476.0
20220420,373,474,2,1.0,16930.0,2890.0,100.0,3.0,9166.0
,767,240,25,10.0,1980.0,,70.0,5.0,60754.0
,743,273,10,3.0,18670.0,,90.0,10.0,72536.0
,337,148,23,5.0,19950.0,,40.0,12.0,47879.0
,586,464,5,9.0,8980.0,,100.0,7.0,38502.0
,348,296,18,9.0,13660.0,,70.0,3.0,32450.0
20230722,325,103,21,5.0,10780.0,2170.0,80.0,9.0,21147.0
,96,108,12,5.0,14430.0,,70.0,2.0,63842.0
20220326,27,274,7,8.0,12010.0,,10.0,9.0,27619.0
,751,144,28,3.0,11230.0,3580.0,100.0,11.0,33722.0
,752,370,29,5.0,14140.0,4290.0,80.0,5.0,78359.0
20210602,132,25,16,3.0,15860.0,4640.0,20.0,11.0,36099.0
20221124,675,30,28,5.0,17350.0,3920.0,20.0,7.0,8816.0
,131,221,21,3.0,19850.0,1000.0,10.0,1.0,71642.0
20241129,294,79,9,9.0,17540.0,1800.0,100.0,6.0,51647.0
20220115,641,151,17,6.0,7300.0,,10.0,4.0,21524.0
,309,438,9,9.0,2920.0,,30.0,10.0,32727.0
,790,465,29,2.0,19490.0,3080.0,30.0,3.0,45603.0
,532,5,4,1.0,19240.0,,50.0,10.0,58292.0
20210409,125,496,16,8.0,14260.0,3150.0,100.0,9.0,29721.0
,680,183,6,10.0,7630.0,,50.0,5.0,15677.0
20200110,445,186,22,3.0,8350.0,4870.0,70.0,4.0,68780.0
,675,237,23,3.0,4780.0,1000.0,50.0,6.0,76011.0
,124,500,10,5.0,14470.0,,50.0,12.0,68565.0
,257,465,19,3.0,11740.0,3520.0,100.0,6.0,62462.0
,643,275,3,9.0,8150.0,4250.0,70.0,9.0,23967.0
,480,132,6,4.0,10020.0,1290.0,90.0,12.0,17170.0
,633,22,21,5.0,15760.0,3700.0,0.0,4.0,36525.0
,516,372,7,3.0,10160.0,2850.0,0.0,8.0,53849.0
,713,321,12,4.0,5560.0,1120.0,30.0,8.0,38853.0
20210322,239,342,30,8.0,19430.0,3670.0,100.0,12.0,32685.0
,5,453,15,8.0,10360.0,2270.0,20.0,4.0,29682.0
,653,447,24,4.0,2070.0,,10.0,7.0,15162.0
,145,309,18,6.0,12940.0,2870.0,40.0,5.0,79319.0
20211014,335,326,29,1.0,13330.0,,100.0,6.0,36783.0
,638,158,5,7.0,1140.0,1000.0,10.0,7.0,70462.0
,344,340,14,7.0,5610.0,1860.0,10.0,7.0,57629.0
20221006,143,334,17,7.0,3160.0,,30.0,9.0,23791.0
20230822,55,32,1,10.0,4610.0,3220.0,60.0,12.0,77778.0
,132,219,19,10.0,11180.0,1600.0,10.0,4.0,39308.0
,40,316,24,2.0,7870.0,,90.0,6.0,2186.0
20200420,728,483,7,3.0,16050.0,1000.0,50.0,2.0,78489.0
,95,478,21,2.0,1000.0,1000.0,20.0,7.0,69403.0
,142,489,9,2.0,4550.0,1000.0,10.0,11.0,17765.0
,518,410,17,7.0,19720.0,2950.0,10.0,5.0,72863.0
,277,337,3,8.0,15100.0,2640.0,30.0,1.0,63426.0
,658,256,12,4.0,4390.0,,40.0,10.0,42720.0
,384,425,24,10.0,16740.0,,40.0,10.0,51892.0
20230908,178,182,7,3.0,16460.0,1000.0,70.0,2.0,49634.0
,663,491,2,6.0,16050.0,4620.0,0.0,12.0,34992.0
,142,194,23,2.0,10860.0,,100.0,4.0,65423.0
20240105,324,482,6,4.0,6950.0,,60.0,11.0,59083.0
20210904,622,452,8,10.0,1080.0,,100.0,3.0,33323.0
20200528,599,4,8,7.0,2020.0,,80.0,8.0,33350.0
,126,248,13,7.0,19120.0,,70.0,7.0,35453.0
20240727,470,170,16,9.0,6650.0,3240.0,70.0,9.0,23094.0
20241114,551,50,9,5.0,2270.0,2630.0,0.0,4.0,52555.0
20220901,651,106,12,10.0,18960.0,2180.0,40.0,9.0,44867.0
,539,55,13,10.0,19290.0,,100.0,3.0,70169.0
,593,488,14,2.0,11550.0,2300.0,80.0,2.0,12968.0
20220302,127,380,9,4.0,12840.0,4470.0,60.0,4.0,60720.0
,297,221,19,8.0,3770.0,,70.0,12.0,54806.0
,323,79,28,6.0,8580.0,3030.0,80.0,11.0,42176.0
20220805,295,34,3,9.0,4140.0,,20.0,10.0,11804.0
20200529,19,340,13,10.0,10160.0,2090.0,40.0,2.0,61719.0
20230301,114,319,22,2.0,11670.0,,20.0,6.0,71229.0
,269,28,3,3.0,2910.0,,80.0,8.0,31986.0
20200622,406,68,7,8.0,7750.0,,40.0,3.0,46480.0
20200512,294,341,1,3.0,10640.0,,20.0,2.0,15922.0
,289,279,8,7.0,9400.0,1760.0,80.0,5.0,68306.0
,580,349,10,7.0,10130.0,,90.0,10.0,6486.0
,752,306,10,5.0,3670.0,2540.0,30.0,3.0,34326.0
,182,97,2,8.0,1790.0,4680.0,80.0,6.0,76803.0
20221216,466,289,16,10.0,1820.0,,80.0,2.0,54747.0
,171,473,11,10.0,18980.0,,40.0,3.0,8624.0
,94,61,25,6.0,15700.0,1000.0,100.0,6.0,74208.0
,197,124,17,4.0,4370.0,1620.0,100.0,3.0,60506.0
20240220,416,90,29,4.0,6690.0,1000.0,50.0,10.0,50884.0
,364,150,11,2.0,2540.0,4470.0,90.0,4.0,43502.0
,496,303,9,10.0,11770.0,2730.0,100.0,3.0,23413.0
20240324,377,112,16,9.0,3680.0,,70.0,2.0,16670.0
,374,113,29,2.0,17510.0,2130.0,100.0,2.0,44141.0
,135,330,13,1.0,13170.0,,0.0,10.0,41174.0
20240707,684,231,28,3.0,12440.0,,50.0,2.0,61695.0
,598,3,10,1.0,12190.0,3870.0,0.0,2.0,71842.0
,557,429,28,6.0,19410.0,3170.0,0.0,2.0,60730.0
,205,484,18,1.0,11280.0,1070.0,90.0,3.0,70758.0
,530,421,4,3.0,2720.0,1040.0,60.0,1.0,34525.0
,719,63,22,8.0,19870.0,3730.0,80.0,6.0,32796.0
,555,446,1,9.0,5770.0,,80.0,7.0,47939.0
,589,350,21,10.0,2820.0,1440.0,50.0,5.0,10185.0
,530,376,22,3.0,13730.0,4140.0,20.0,7.0,25241.0
20220116,227,471,18,3.0,4120.0,1000.0,90.0,5.0,45466.0
,389,421,23,6.0,4140.0,4160.0,40.0,11.0,44146.0
,286,25,28,1.0,12660.0,2270.0,20.0,7.0,79533.0
,387,400,26,10.0,14240.0,4390.0,100.0,11.0,28762.0
20230419,797,201,26,10.0,1900.0,,70.0,7.0,34629.0
,498,382,18,10.0,11120.0,3080.0,50.0,10.0,57853.0
20220428,194,354,5,5.0,14490.0,,50.0,10.0,3412.0
,619,406,7,8.0,18060.0,1370.0,0.0,2.0,35521.0
,296,178,9,4.0,16040.0,1020.0,60.0,2.0,61820.0
,196,178,25,9.0,11580.0,,60.0,12.0,78021.0
,23,170,21,7.0,16970.0,,30.0,2.0,59254.0
,448,493,16,8.0,4150.0,,70.0,1.0,72696.0
20220320,496,152,13,2.0,5700.0,,40.0,6.0,64750.0
,467,10,17,9.0,12480.0,1230.0,80.0,4.0,46737.0
20200509,244,415,13,3.0,9790.0,1000.0,100.0,5.0,4093.0
20200214,211,177,15,10.0,6430.0,,50.0,6.0,62571.0
20230307,160,414,7,5.0,12450.0,,40.0,3.0,8556.0
,334,63,6,1.0,8090.0,2930.0,70.0,10.0,42754.0
20200525,555,299,19,1.0,7490.0,4500.0,100.0,5.0,22589.0
,591,207,3,1.0,10780.0,3400.0,80.0,11.0,11723.0
,585,168,13,7.0,2710.0,1220.0,20.0,3.0,70488.0
,61,12,27,3.0,11640.0,,30.0,10.0,67604.0
,176,74,21,6.0,18820.0,1000.0,40.0,12.0,57011.0
,372,421,8,3.0,6860.0,1840.0,20.0,3.0,75573.0
,546,374,29,5.0,12020.0,4040.0,20.0,6.0,42422.0
,403,202,18,5.0,10340.0,2490.0,90.0,2.0,15633.0
20231102,532,179,7,7.0,10690.0,1000.0,70.0,1.0,40549.0
,668,49,16,8.0,4900.0,3530.0,10.0,12.0,75837.0
,619,312,23,3.0,2730.0,1080.0,10.0,10.0,24773.0
,757,398,15,8.0,14250.0,,80.0,11.0,7691.0
20220527,158,225,11,10.0,5050.0,3110.0,80.0,6.0,31289.0
20230414,491,431,13,1.0,16070.0,2380.0,60.0,7.0,8328.0
20200903,446,98,26,3.0,14910.0,3760.0,70.0,4.0,75363.0
20220824,381,45,9,5.0,16380.0,4940.0,30.0,11.0,78314.0
,654,494,7,10.0,3580.0,3700.0,60.0,2.0,15872.0
,609,303,29,1.0,15540.0,1400.0,0.0,9.0,12057.0
20240825,398,164,30,8.0,3960.0,,60.0,10.0,4511.0
20201219,198,276,7,3.0,12230.0,,20.0,11.0,34091.0
,453,140,9,3.0,6730.0,5000.0,40.0,11.0,10086.0
,777,60,26,6.0,18820.0,1780.0,20.0,4.0,67993.0
,270,255,18,2.0,4230.0,,50.0,3.0,1331.0
,92,348,23,6.0,18840.0,4130.0,50.0,12.0,44258.0
20221111,270,277,18,8.0,1350.0,4610.0,10.0,10.0,44654.0
,479,432,13,5.0,6770.0,,80.0,1.0,65068.0
,574,293,14,5.0,14870.0,1000.0,40.0,9.0,7511.0
,282,184,26,2.0,19820.0,1490.0,60.0,4.0,56520.0
,238,93,2,4.0,9080.0,1380.0,0.0,11.0,54520.0
,94,378,23,6.0,15100.0,,30.0,11.0,20004.0
20220517,488,282,22,8.0,14450.0,4040.0,70.0,4.0,69399.0
20231031,279,92,15,10.0,7830.0,,100.0,11.0,24079.0
,760,330,18,4.0,9240.0,3890.0,10.0,5.0,31095.0
20241012,49,483,5,3.0,18820.0,2610.0,100.0,10.0,4312.0
,714,20,26,2.0,8440.0,,100.0,4.0,72813.0
20200722,124,45,1,1.0,18550.0,,90.0,4.0,64984.0
20240427,589,162,14,8.0,10090.0,2520.0,100.0,3.0,26500.0
,615,169,12,6.0,9450.0,3990.0,0.0,12.0,63160.0
,614,121,16,1.0,1500.0,1630.0,70.0,8.0,64974.0
20221024,699,121,30,9.0,13430.0,1000.0,100.0,4.0,57102.0
,473,440,5,4.0,3610.0,,60.0,9.0,76847.0
,313,400,30,3.0,14990.0,3320.0,70.0,11.0,71188.0
,292,176,1,5.0,14040.0,1000.0,40.0,2.0,44371.0
20240111,411,88,24,9.0,8240.0,,50.0,4.0,24179.0
,557,67,7,4.0,3060.0,3720.0,90.0,5.0,33183.0
,1,232,14,6.0,2720.0,,0.0,6.0,40927.0
20240701,575,364,25,5.0,9710.0,1500.0,30.0,8.0,24753.0
,800,310,13,10.0,10140.0,4210.0,50.0,5.0,22987.0
20210514,734,225,21,3.0,19750.0,3060.0,70.0,8.0,69088.0
20231103,592,225,3,4.0,15660.0,1000.0,0.0,8.0,58680.0
,198,93,21,6.0,11820.0,2470.0,70.0,10.0,71412.0
,241,486,12,4.0,12830.0,2000.0,70.0,1.0,58447.0
,590,127,17,3.0,14800.0,3320.0,40.0,7.0,70729.0
20200726,723,174,10,9.0,19870.0,,0.0,12.0,7941.0
,56,262,22,1.0,3380.0,4260.0,60.0,1.0,54596.0
,399,281,29,4.0,6910.0,,50.0,10.0,16034.0
20230220,389,142,10,5.0,8150.0,,20.0,3.0,30714.0
,728,407,24,10.0,16640.0,4830.0,40.0,4.0,10450.0
20210306,39,25,16,6.0,7730.0,4090.0,100.0,4.0,51522.0
,641,415,25,5.0,9860.0,,20.0,10.0,63492.0
,124,498,14,6.0,3060.0,,0.0,1.0,69302.0
,148,419,28,1.0,11510.0,,0.0,1.0,37843.0
,484,156,13,8.0,13090.0,1000.0,90.0,8.0,31281.0
20201217,378,239,2,2.0,2630.0,1680.0,80.0,8.0,26852.0
20201122,727,407,10,6.0,18710.0,4070.0,30.0,4.0,14436.0
20230722,711,330,9,1.0,12090.0,1430.0,100.0,12.0,74346.0
20240623,708,117,7,8.0,16380.0,,50.0,8.0,56530.0
,680,242,9,5.0,11550.0,3240.0,100.0,12.0,17376.0
,798,452,26,3.0,4080.0,3380.0,30.0,8.0,46739.0
,469,89,14,9.0,15860.0,3930.0,80.0,11.0,42158.0
20240907,72,409,24,3.0,6400.0,4600.0,0.0,9.0,45179.0
,214,220,20,10.0,17060.0,3930.0,50.0,11.0,23756.0
,699,363,29,3.0,5790.0,1000.0,20.0,7.0,6436.0
,751,497,24,1.0,4860.0,2490.0,30.0,4.0,51041.0
20210916,457,10,2,2.0,19830.0,1000.0,50.0,5.0,46540.0
20241117,293,353,2,8.0,8680.0,,70.0,10.0,57010.0
,46,158,27,4.0,18920.0,4160.0,50.0,12.0,4062.0
,265,367,22,9.0,9350.0,1590.0,80.0,10.0,37863.0
,387,182,10,9.0,19730.0,,90.0,12.0,10921.0
20230220,419,195,15,9.0,16420.0,,50.0,3.0,73233.0
,714,384,9,8.0,16500.0,2970.0,70.0,4.0,46992.0
,107,238,22,9.0,9900.0,3280.0,100.0,4.0,51449.0
,227,77,21,7.0,4700.0,,100.0,7.0,43477.0
,247,465,25,4.0,10130.0,,70.0,5.0,21426.0
,713,328,12,6.0,8040.0,1000.0,30.0,7.0,70460.0
,104,481,23,3.0,3940.0,3760.0,70.0,7.0,77406.0
20201020,217,479,22,9.0,11440.0,1000.0,10.0,6.0,41941.0
,54,308,10,7.0,16300.0,2860.0,20.0,10.0,25950.0
20240222,671,164,24,3.0,15510.0,2730.0,50.0,12.0,55476.0
,359,242,26,5.0,2080.0,,30.0,6.0,77682.0
20211221,549,127,16,4.0,10500.0,3440.0,0.0,12.0,44586.0
,297,111,20,9.0,12770.0,1250.0,60.0,3.0,20243.0
20200704,26,379,21,8.0,8890.0,1600.0,80.0,2.0,22649.0
20210910,79,265,24,5.0,1900.0,,60.0,3.0,69366.0
20240910,757,316,30,8.0,19890.0,2890.0,50.0,12.0,16809.0
,384,40,18,2.0,4100.0,3960.0,80.0,8.0,7734.0
,361,63,9,8.0,10730.0,,0.0,10.0,64100.0
,675,130,8,1.0,11440.0,3510.0,0.0,9.0,33449.0
,750,477,8,3.0,15570.0,2640.0,20.0,11.0,55070.0
,419,486,5,6.0,10110.0,,50.0,9.0,5500.0
,219,154,12,8.0,12860.0,3360.0,90.0,5.0,24677.0
,388,304,2,2.0,5930.0,,40.0,7.0,61664.0
,584,405,20,5.0,11240.0,,100.0,9.0,28681.0
,340,86,11,2.0,3480.0,,20.0,12.0,60377.0
,264,399,16,5.0,2250.0,3190.0,100.0,5.0,38154.0
,285,466,23,2.0,1000.0,4460.0,70.0,1.0,22707.0
,293,223,22,3.0,14270.0,,40.0,7.0,4420.0
,336,279,8,9.0,1070.0,4490.0,20.0,11.0,18187.0
,495,167,19,7.0,3900.0,,80.0,12.0,34436.0
,541,354,25,9.0,8590.0,,10.0,9.0,3116.0
,91,291,18,6.0,2090.0,1000.0,100.0,5.0,34511.0
,513,239,10,4.0,2960.0,,0.0,1.0,78486.0
,731,35,21,2.0,18110.0,4460.0,90.0,4.0,20327.0
20220913,693,135,10,6.0,8410.0,2500.0,0.0,1.0,76378.0
,107,95,22,2.0,16490.0,4000.0,30.0,4.0,20182.0
,295,431,8,3.0,1260.0,3360.0,90.0,1.0,37699.0
20210929,455,240,12,2.0,19010.0,3430.0,70.0,7.0,30754.0
20200823,199,453,8,2.0,15250.0,1760.0,50.0,10.0,36565.0
,317,339,15,3.0,17090.0,1000.0,10.0,6.0,67578.0
,413,303,29,3.0,17440.0,1000.0,20.0,7.0,35814.0
,779,178,30,4.0,12050.0,2950.0,30.0,3.0,52804.0
20231104,66,348,13,9.0,14660.0,1000.0,20.0,9.0,55444.0
,75,330,24,5.0,19470.0,4980.0,60.0,2.0,70571.0
,600,355,21,10.0,12870.0,1000.0,50.0,10.0,36427.0
20220824,171,283,12,4.0,18960.0,4950.0,30.0,10.0,32724.0
20241020,794,75,6,9.0,2110.0,3410.0,100.0,1.0,79949.0
20221006,487,208,10,6.0,7340.0,4510.0,100.0,2.0,30039.0
,657,139,22,6.0,16110.0,1000.0,10.0,4.0,54821.0
20240814,176,135,9,1.0,1580.0,,100.0,7.0,2346.0
,778,201,26,1.0,10070.0,4280.0,80.0,9.0,49838.0
,625,138,9,6.0,2130.0,2690.0,20.0,3.0,50909.0
,182,119,5,5.0,12430.0,4180.0,40.0,4.0,30984.0
20240610,7,459,20,3.0,2500.0,3690.0,10.0,6.0,31601.0
,332,149,14,7.0,3340.0,,50.0,1.0,22230.0
20241203,40,166,30,8.0,13390.0,4600.0,100.0,11.0,40726.0
,522,376,1,4.0,8460.0,1230.0,40.0,12.0,10651.0
,398,35,10,5.0,16090.0,1750.0,80.0,4.0,14317.0
,62,223,8,10.0,13800.0,,50.0,10.0,40977.0
,13,166,11,3.0,5140.0,2220.0,70.0,4.0,55748.0
,788,99,25,9.0,16440.0,1520.0,20.0,12.0,56174.0
20220929,121,166,26,10.0,11010.0,1970.0,0.0,5.0,22422.0
20211116,428,376,19,2.0,15990.0,,80.0,11.0,9497.0
,510,157,10,1.0,12470.0,4670.0,70.0,4.0,52355.0
,602,441,23,1.0,4860.0,,20.0,11.0,44368.0
,99,93,14,4.0,3450.0,4500.0,40.0,4.0,69453.0
