id_tiempo,id_cliente,id_vehiculo,id_sucursal,id_tipo_mantenimiento,costo_servicio,costo_repuestos,costo_total,repuestos_usados,horas_taller,kilometraje_vehiculo
,685,322,35,8.0,2155.0,1000.0,3155.0,0.0,7.0,114334.0
,812,111,30,6.0,1087.0,1000.0,2087.0,10.0,15.0,135703.0
,472,563,2,9.0,2918.0,,2918.0,0.0,2.0,70369.0
,856,487,15,5.0,1068.0,1000.0,2068.0,13.0,10.0,126802.0
,707,185,15,11.0,2985.0,1000.0,3985.0,9.0,14.0,109377.0
,117,511,27,11.0,1000.0,,1000.0,3.0,,
,518,258,29,6.0,1000.0,1000.0,2000.0,0.0,16.0,53183.0
,294,282,29,8.0,2833.0,1000.0,3833.0,10.0,11.0,
,88,275,13,5.0,1907.0,1000.0,2907.0,3.0,14.0,70096.0
,661,354,13,6.0,1000.0,1000.0,2000.0,0.0,16.0,7143.0
20220717.0,322,385,10,3.0,2126.0,1000.0,3126.0,1.0,16.0,23699.0
,692,546,16,6.0,,,0.0,1.0,2.0,8962.0
,568,475,24,6.0,2351.0,1000.0,3351.0,8.0,5.0,
,230,519,8,3.0,1805.0,1000.0,2805.0,12.0,14.0,
,428,532,28,9.0,1000.0,1000.0,2000.0,13.0,,
,280,448,32,7.0,2556.0,1000.0,3556.0,4.0,15.0,131540.0
20220918.0,313,512,9,8.0,1440.0,1000.0,2440.0,13.0,3.0,
,359,467,6,10.0,2075.0,1000.0,3075.0,8.0,1.0,46573.0
,549,483,5,3.0,1337.0,,1337.0,0.0,4.0,91731.0
,294,597,4,6.0,1000.0,1000.0,2000.0,15.0,,
,722,476,35,10.0,1000.0,1000.0,2000.0,1.0,4.0,102185.0
,879,210,31,10.0,1457.0,,1457.0,12.0,10.0,146296.0
20200222.0,335,53,18,9.0,1104.0,1000.0,2104.0,0.0,7.0,30710.0
,649,290,17,1.0,2206.0,,2206.0,0.0,10.0,135134.0
,102,250,30,1.0,2124.0,1000.0,3124.0,9.0,2.0,1616.0
20210225.0,260,106,15,11.0,1000.0,,1000.0,15.0,6.0,
,765,184,21,12.0,1000.0,1000.0,2000.0,0.0,,13666.0
20240108.0,664,371,1,6.0,1694.0,1000.0,2694.0,11.0,3.0,92731.0
,244,189,30,9.0,1392.0,,1392.0,1.0,7.0,72851.0
20201202.0,13,587,3,6.0,1000.0,1000.0,2000.0,13.0,1.0,69114.0
20230812.0,34,336,16,3.0,1000.0,,1000.0,8.0,6.0,80950.0
,370,507,18,6.0,1417.0,1000.0,2417.0,2.0,9.0,12245.0
,886,432,18,11.0,2535.0,1000.0,3535.0,2.0,1.0,131960.0
20240427.0,434,418,26,7.0,2620.0,1000.0,3620.0,0.0,16.0,13739.0
,158,192,32,1.0,1717.0,1000.0,2717.0,7.0,14.0,21216.0
20200702.0,618,386,7,2.0,1000.0,,1000.0,0.0,12.0,3349.0
,554,94,19,5.0,1968.0,1000.0,2968.0,3.0,,91928.0
,635,480,6,2.0,1000.0,1000.0,2000.0,1.0,16.0,126567.0
,422,95,11,8.0,1607.0,1000.0,2607.0,0.0,,140253.0
,465,415,33,2.0,1000.0,1000.0,2000.0,9.0,11.0,8545.0
,309,405,34,8.0,1000.0,,1000.0,12.0,5.0,
,18,77,13,1.0,2231.0,1000.0,3231.0,14.0,6.0,30996.0
,804,500,30,12.0,2581.0,1000.0,3581.0,10.0,,73379.0
,192,36,2,11.0,2481.0,1000.0,3481.0,5.0,5.0,109894.0
,487,454,18,12.0,2820.0,1000.0,3820.0,6.0,6.0,22419.0
,794,7,20,4.0,1000.0,1000.0,2000.0,10.0,3.0,6631.0
,167,105,30,10.0,1000.0,1000.0,2000.0,0.0,1.0,117128.0
,75,135,21,6.0,1000.0,1000.0,2000.0,2.0,4.0,143986.0
,276,240,11,3.0,2389.0,,2389.0,8.0,9.0,79080.0
,211,457,17,2.0,2886.0,1000.0,3886.0,8.0,3.0,50640.0
,341,354,26,11.0,1285.0,1000.0,2285.0,2.0,7.0,91549.0
,837,132,15,6.0,1528.0,1000.0,2528.0,7.0,15.0,49685.0
,764,378,13,1.0,1000.0,1000.0,2000.0,11.0,16.0,75394.0
,896,341,6,7.0,2740.0,1000.0,3740.0,12.0,11.0,76992.0
,661,517,19,4.0,2517.0,,2517.0,1.0,5.0,15562.0
,123,424,11,5.0,1000.0,,1000.0,13.0,12.0,
,323,77,26,6.0,1579.0,1000.0,2579.0,8.0,2.0,64685.0
,766,9,6,10.0,1000.0,1000.0,2000.0,3.0,10.0,71778.0
20240913.0,564,512,20,8.0,1000.0,,1000.0,0.0,,75874.0
,735,30,25,8.0,1000.0,1000.0,2000.0,0.0,10.0,67138.0
,173,174,8,2.0,1000.0,1000.0,2000.0,15.0,15.0,8609.0
20220524.0,658,510,32,1.0,1430.0,1000.0,2430.0,14.0,10.0,44888.0
20210505.0,859,63,26,8.0,1770.0,1000.0,2770.0,6.0,13.0,
,897,585,13,11.0,2721.0,,2721.0,0.0,10.0,53821.0
,867,588,24,6.0,1576.0,1000.0,2576.0,0.0,,104171.0
,836,424,8,2.0,1842.0,1000.0,2842.0,7.0,15.0,95155.0
,9,376,20,8.0,1774.0,1000.0,2774.0,11.0,,85194.0
,581,470,15,3.0,2534.0,1000.0,3534.0,0.0,7.0,114189.0
20240715.0,176,118,29,7.0,1314.0,1000.0,2314.0,3.0,,145713.0
,817,244,33,11.0,1000.0,1000.0,2000.0,8.0,6.0,1931.0
,163,160,2,7.0,1097.0,1000.0,2097.0,1.0,5.0,144671.0
20200824.0,472,287,22,10.0,,1000.0,1000.0,0.0,1.0,142510.0
,208,440,14,5.0,2225.0,1000.0,3225.0,2.0,16.0,80613.0
,756,398,11,4.0,1209.0,1000.0,2209.0,13.0,,43679.0
,782,318,4,10.0,2815.0,1000.0,3815.0,3.0,14.0,60403.0
,886,595,4,1.0,1271.0,1000.0,2271.0,15.0,8.0,61894.0
,57,84,17,2.0,,1000.0,1000.0,9.0,8.0,17447.0
,677,578,19,12.0,1000.0,1000.0,2000.0,10.0,3.0,59489.0
20220918.0,50,569,15,10.0,2976.0,1000.0,3976.0,0.0,10.0,
,26,383,34,3.0,1935.0,,1935.0,1.0,15.0,136001.0
,613,424,24,8.0,2277.0,1000.0,3277.0,5.0,9.0,102735.0
,250,88,13,6.0,2820.0,1000.0,3820.0,9.0,5.0,47873.0
,395,283,22,12.0,1000.0,1000.0,2000.0,0.0,15.0,52791.0
,46,573,10,6.0,1000.0,1000.0,2000.0,13.0,8.0,40078.0
20200824.0,176,435,6,5.0,1000.0,1000.0,2000.0,8.0,9.0,83074.0
20240302.0,216,338,12,10.0,1000.0,1000.0,2000.0,2.0,14.0,42269.0
,53,563,34,1.0,1000.0,,1000.0,0.0,12.0,41004.0
,669,97,29,8.0,1798.0,1000.0,2798.0,6.0,12.0,110040.0
,589,182,2,7.0,1000.0,1000.0,2000.0,3.0,14.0,68155.0
,459,20,27,2.0,1000.0,1000.0,2000.0,10.0,12.0,144628.0
,698,383,19,3.0,1954.0,1000.0,2954.0,15.0,8.0,65376.0
,280,432,8,1.0,1000.0,1000.0,2000.0,3.0,13.0,120889.0
,403,191,30,8.0,1000.0,1000.0,2000.0,4.0,16.0,32461.0
,81,526,29,7.0,1000.0,1000.0,2000.0,5.0,,102824.0
20220316.0,849,196,32,4.0,1000.0,,1000.0,9.0,2.0,20197.0
,32,479,22,8.0,1000.0,,1000.0,5.0,7.0,109429.0
20240208.0,746,409,31,10.0,2863.0,1000.0,3863.0,5.0,12.0,
,52,484,25,3.0,1104.0,1000.0,2104.0,9.0,11.0,
,163,551,8,8.0,1542.0,1000.0,2542.0,2.0,13.0,58814.0
,677,183,25,2.0,1000.0,1000.0,2000.0,10.0,11.0,108214.0
,171,117,11,6.0,1000.0,1000.0,2000.0,9.0,5.0,123669.0
,231,62,34,7.0,,,0.0,3.0,,5046.0
,252,508,8,6.0,1252.0,1000.0,2252.0,6.0,11.0,26107.0
,135,553,2,8.0,1000.0,1000.0,2000.0,4.0,9.0,130723.0
,225,235,11,12.0,2420.0,,2420.0,9.0,7.0,72974.0
,778,451,10,11.0,2518.0,,2518.0,10.0,14.0,126455.0
20240107.0,573,360,14,5.0,2753.0,1000.0,3753.0,15.0,12.0,113201.0
,725,586,13,1.0,1233.0,1000.0,2233.0,0.0,8.0,149905.0
,796,331,13,6.0,2657.0,1000.0,3657.0,15.0,,102245.0
,547,435,27,1.0,1000.0,1000.0,2000.0,9.0,3.0,131835.0
,95,167,30,7.0,1000.0,1000.0,2000.0,13.0,7.0,
20230317.0,742,536,15,6.0,1569.0,,1569.0,2.0,8.0,132418.0
,683,469,10,1.0,1000.0,1000.0,2000.0,7.0,11.0,
,788,458,5,10.0,,1000.0,1000.0,13.0,11.0,120886.0
,41,580,3,12.0,1000.0,1000.0,2000.0,9.0,9.0,60108.0
,725,292,16,3.0,1000.0,1000.0,2000.0,0.0,16.0,71708.0
20200921.0,839,236,23,7.0,1830.0,1000.0,2830.0,14.0,,82055.0
,648,298,3,12.0,1000.0,1000.0,2000.0,12.0,5.0,47879.0
,26,128,35,1.0,2192.0,,2192.0,3.0,8.0,
,512,76,33,8.0,2792.0,1000.0,3792.0,6.0,7.0,141215.0
,461,273,32,12.0,1162.0,1000.0,2162.0,0.0,10.0,113240.0
,294,181,18,10.0,2020.0,,2020.0,13.0,,599.0
,523,12,19,2.0,1116.0,1000.0,2116.0,15.0,1.0,24785.0
,855,496,22,6.0,1000.0,1000.0,2000.0,7.0,4.0,59987.0
,168,126,17,9.0,2207.0,1000.0,3207.0,0.0,4.0,5544.0
,161,479,33,12.0,1917.0,1000.0,2917.0,0.0,11.0,3821.0
20241013.0,270,437,11,1.0,2925.0,,2925.0,0.0,15.0,
,662,132,22,11.0,2522.0,1000.0,3522.0,13.0,8.0,15135.0
,645,58,5,4.0,1170.0,,1170.0,6.0,7.0,40108.0
,872,238,17,1.0,2675.0,1000.0,3675.0,0.0,8.0,115577.0
,499,463,27,12.0,2447.0,1000.0,3447.0,3.0,15.0,87017.0
,563,337,23,5.0,,1000.0,1000.0,12.0,11.0,16800.0
,334,65,28,11.0,1860.0,1000.0,2860.0,6.0,15.0,86193.0
,206,479,21,8.0,2706.0,1000.0,3706.0,0.0,9.0,149488.0
20210714.0,877,421,5,5.0,,1000.0,1000.0,10.0,14.0,76311.0
,626,556,30,9.0,1419.0,1000.0,2419.0,6.0,,32485.0
,71,398,7,12.0,1552.0,1000.0,2552.0,6.0,12.0,4068.0
,343,14,14,10.0,1000.0,,1000.0,0.0,15.0,140331.0
,898,90,29,6.0,1154.0,,1154.0,11.0,15.0,97061.0
,793,149,28,6.0,1625.0,1000.0,2625.0,7.0,6.0,59754.0
,701,84,5,6.0,1000.0,1000.0,2000.0,0.0,11.0,
,864,594,33,5.0,2146.0,1000.0,3146.0,1.0,9.0,127099.0
,609,546,28,1.0,1642.0,,1642.0,0.0,2.0,65738.0
,115,387,10,3.0,,1000.0,1000.0,3.0,9.0,121115.0
,219,151,15,6.0,2988.0,1000.0,3988.0,6.0,11.0,89608.0
,327,423,7,12.0,2068.0,,2068.0,7.0,2.0,84775.0
,394,404,21,9.0,1000.0,1000.0,2000.0,11.0,9.0,119858.0
20210507.0,106,450,15,11.0,1000.0,1000.0,2000.0,13.0,14.0,2017.0
,63,51,3,6.0,1692.0,1000.0,2692.0,14.0,15.0,83796.0
,694,468,30,6.0,1000.0,1000.0,2000.0,1.0,12.0,22957.0
,343,302,22,1.0,,1000.0,1000.0,12.0,14.0,
,656,546,33,8.0,1000.0,1000.0,2000.0,8.0,7.0,25090.0
,446,526,23,2.0,1000.0,1000.0,2000.0,1.0,1.0,139896.0
20200528.0,117,300,8,12.0,1478.0,1000.0,2478.0,7.0,7.0,64788.0
,263,526,3,10.0,1000.0,1000.0,2000.0,14.0,3.0,
,597,386,5,12.0,1236.0,1000.0,2236.0,6.0,5.0,135232.0
,774,586,4,4.0,2968.0,1000.0,3968.0,4.0,11.0,83587.0
,246,230,33,1.0,1081.0,,1081.0,15.0,,37679.0
,440,334,25,2.0,2951.0,1000.0,3951.0,11.0,16.0,146801.0
,806,271,18,10.0,2182.0,1000.0,3182.0,12.0,7.0,61510.0
,429,478,20,3.0,1000.0,1000.0,2000.0,0.0,2.0,
,317,437,7,8.0,1000.0,,1000.0,3.0,2.0,137762.0
,541,584,35,8.0,2848.0,,2848.0,2.0,,42038.0
,696,423,13,5.0,1425.0,1000.0,2425.0,8.0,3.0,117604.0
,80,537,25,2.0,2568.0,1000.0,3568.0,1.0,1.0,25706.0
,328,4,30,8.0,1696.0,,1696.0,11.0,11.0,76621.0
,33,190,3,6.0,2373.0,,2373.0,14.0,,26670.0
,350,26,30,3.0,2321.0,1000.0,3321.0,12.0,,35038.0
,197,57,20,8.0,1200.0,1000.0,2200.0,8.0,16.0,33703.0
,106,139,2,12.0,2569.0,,2569.0,8.0,6.0,77455.0
,272,440,34,4.0,1573.0,1000.0,2573.0,13.0,11.0,128311.0
20220720.0,5,360,19,8.0,1000.0,1000.0,2000.0,4.0,4.0,90126.0
,47,253,20,2.0,1000.0,1000.0,2000.0,2.0,13.0,139307.0
,333,7,20,7.0,2503.0,,2503.0,8.0,7.0,109648.0
,688,211,3,10.0,1311.0,1000.0,2311.0,11.0,16.0,57955.0
,160,105,33,9.0,1000.0,,1000.0,1.0,7.0,29633.0
,229,186,18,6.0,1423.0,,1423.0,5.0,14.0,47551.0
,260,130,10,3.0,1000.0,,1000.0,7.0,13.0,24537.0
,263,466,2,4.0,,1000.0,1000.0,15.0,16.0,103875.0
,624,6,16,1.0,1094.0,1000.0,2094.0,10.0,15.0,140272.0
,871,272,12,4.0,2337.0,,2337.0,8.0,11.0,4516.0
,609,153,16,5.0,2905.0,1000.0,3905.0,2.0,10.0,75071.0
,369,316,26,9.0,1000.0,1000.0,2000.0,0.0,11.0,59585.0
,145,34,28,11.0,2943.0,,2943.0,13.0,6.0,88902.0
,251,591,14,7.0,1293.0,1000.0,2293.0,7.0,11.0,93495.0
,474,11,3,7.0,1000.0,,1000.0,2.0,2.0,42554.0
,879,341,33,4.0,1242.0,1000.0,2242.0,7.0,4.0,28305.0
,748,533,28,8.0,1000.0,1000.0,2000.0,8.0,10.0,75221.0
,282,211,33,12.0,2091.0,1000.0,3091.0,15.0,9.0,110395.0
,456,435,2,3.0,2942.0,1000.0,3942.0,4.0,14.0,1154.0
,331,183,22,5.0,2950.0,,2950.0,2.0,7.0,74488.0
,440,1,3,12.0,1759.0,,1759.0,4.0,,63259.0
,246,580,3,5.0,1599.0,1000.0,2599.0,1.0,14.0,
,639,519,20,4.0,1433.0,1000.0,2433.0,10.0,16.0,132541.0
,63,92,5,7.0,2758.0,,2758.0,15.0,9.0,95487.0
,759,187,9,7.0,1528.0,1000.0,2528.0,14.0,1.0,21842.0
20241109.0,797,383,29,11.0,2495.0,1000.0,3495.0,7.0,9.0,60007.0
,476,226,12,10.0,2209.0,1000.0,3209.0,4.0,14.0,86360.0
,355,160,3,12.0,1625.0,,1625.0,9.0,3.0,
,675,502,2,4.0,2596.0,1000.0,3596.0,12.0,16.0,122940.0
,530,74,28,2.0,1000.0,1000.0,2000.0,1.0,5.0,139995.0
,773,351,1,9.0,1719.0,1000.0,2719.0,15.0,5.0,89581.0
,846,321,3,4.0,1000.0,1000.0,2000.0,13.0,3.0,35141.0
,889,231,30,6.0,2076.0,,2076.0,5.0,15.0,1743.0
,467,278,4,4.0,2615.0,,2615.0,12.0,14.0,31451.0
,164,332,26,1.0,1000.0,1000.0,2000.0,8.0,1.0,109476.0
20241010.0,702,256,35,9.0,2628.0,1000.0,3628.0,4.0,,114710.0
20220510.0,388,573,4,4.0,1687.0,1000.0,2687.0,14.0,2.0,66083.0
,721,557,29,3.0,1000.0,1000.0,2000.0,8.0,3.0,108471.0
,478,88,4,5.0,1000.0,,1000.0,15.0,7.0,99429.0
,433,336,28,5.0,1000.0,1000.0,2000.0,13.0,8.0,29443.0
,222,401,33,10.0,,1000.0,1000.0,0.0,5.0,129547.0
20240426.0,394,215,23,12.0,1076.0,,1076.0,9.0,11.0,51829.0
20241229.0,219,178,12,12.0,2768.0,1000.0,3768.0,8.0,12.0,81663.0
,645,353,22,11.0,1212.0,1000.0,2212.0,3.0,9.0,80909.0
,50,135,20,8.0,1000.0,,1000.0,0.0,3.0,119899.0
,218,14,4,7.0,1000.0,1000.0,2000.0,13.0,8.0,8768.0
,61,397,33,9.0,1000.0,1000.0,2000.0,7.0,14.0,95318.0
,601,545,29,9.0,1000.0,,1000.0,12.0,14.0,47782.0
,520,373,18,4.0,,1000.0,1000.0,0.0,1.0,72162.0
,578,90,32,9.0,1000.0,,1000.0,13.0,10.0,140756.0
,211,131,35,6.0,2799.0,1000.0,3799.0,12.0,6.0,71325.0
,22,395,16,2.0,1000.0,1000.0,2000.0,5.0,10.0,146060.0
20240313.0,291,134,31,3.0,2030.0,1000.0,3030.0,0.0,1.0,1102.0
,478,568,11,10.0,1756.0,1000.0,2756.0,6.0,13.0,134369.0
20221212.0,495,120,16,11.0,1427.0,1000.0,2427.0,0.0,12.0,2630.0
,58,96,29,11.0,1004.0,,1004.0,1.0,14.0,34951.0
,445,157,9,6.0,1000.0,1000.0,2000.0,1.0,11.0,74432.0
,364,381,16,12.0,2739.0,1000.0,3739.0,12.0,8.0,113726.0
,575,230,23,4.0,2441.0,,2441.0,14.0,3.0,126600.0
,433,30,22,10.0,1000.0,1000.0,2000.0,7.0,3.0,
,112,52,32,9.0,2102.0,1000.0,3102.0,9.0,14.0,128679.0
,620,418,25,1.0,2247.0,1000.0,3247.0,0.0,4.0,76735.0
,309,101,17,6.0,2849.0,1000.0,3849.0,0.0,16.0,41590.0
,753,340,5,5.0,1451.0,1000.0,2451.0,7.0,2.0,129694.0
,749,449,24,1.0,1000.0,1000.0,2000.0,11.0,1.0,86905.0
,401,579,6,5.0,1347.0,1000.0,2347.0,11.0,9.0,2106.0
,517,157,7,5.0,1478.0,1000.0,2478.0,8.0,11.0,
,660,380,11,2.0,1043.0,1000.0,2043.0,10.0,12.0,
,271,126,13,1.0,1675.0,1000.0,2675.0,0.0,9.0,80904.0
,589,340,9,1.0,2907.0,1000.0,3907.0,0.0,,145595.0
,275,573,20,9.0,1428.0,1000.0,2428.0,7.0,7.0,131349.0
,693,119,33,10.0,1783.0,,1783.0,0.0,14.0,64335.0
,371,79,22,11.0,2250.0,1000.0,3250.0,0.0,11.0,147492.0
,95,427,4,2.0,1057.0,1000.0,2057.0,8.0,14.0,123579.0
,698,314,32,12.0,2178.0,1000.0,3178.0,3.0,11.0,103463.0
,410,60,9,8.0,1000.0,1000.0,2000.0,0.0,15.0,87647.0
,649,252,31,8.0,1451.0,1000.0,2451.0,2.0,10.0,146171.0
,135,134,25,3.0,1000.0,,1000.0,8.0,11.0,21040.0
,290,538,6,12.0,1000.0,1000.0,2000.0,10.0,3.0,56080.0
,819,1,12,4.0,1200.0,1000.0,2200.0,0.0,8.0,108912.0
,858,57,13,12.0,1000.0,1000.0,2000.0,0.0,3.0,51521.0
,782,326,19,12.0,1000.0,,1000.0,1.0,14.0,87627.0
,585,357,5,8.0,2578.0,1000.0,3578.0,8.0,11.0,
,157,402,24,6.0,,,0.0,10.0,15.0,8253.0
,541,493,29,6.0,2886.0,1000.0,3886.0,14.0,4.0,78152.0
,152,354,14,4.0,1000.0,1000.0,2000.0,0.0,10.0,42594.0
,679,211,25,9.0,2451.0,1000.0,3451.0,4.0,8.0,
20211021.0,601,498,32,3.0,2660.0,1000.0,3660.0,14.0,13.0,34706.0
,477,543,16,5.0,1000.0,,1000.0,0.0,,116745.0
,186,487,10,10.0,,1000.0,1000.0,6.0,8.0,14374.0
,640,187,6,5.0,1539.0,,1539.0,6.0,,9980.0
,121,120,5,1.0,1529.0,1000.0,2529.0,12.0,16.0,2046.0
,267,329,8,11.0,1226.0,,1226.0,11.0,14.0,146284.0
,459,458,3,2.0,1538.0,1000.0,2538.0,5.0,,124443.0
,893,393,1,2.0,1000.0,,1000.0,2.0,1.0,36066.0
,556,153,24,7.0,2179.0,,2179.0,2.0,13.0,14279.0
,238,265,35,8.0,,1000.0,1000.0,10.0,11.0,139601.0
,497,446,18,7.0,1793.0,1000.0,2793.0,1.0,4.0,46147.0
,476,430,3,11.0,1473.0,1000.0,2473.0,6.0,14.0,102603.0
,358,284,4,12.0,1564.0,,1564.0,2.0,7.0,77657.0
20230401.0,330,134,13,1.0,2603.0,1000.0,3603.0,8.0,13.0,
,64,456,16,2.0,1228.0,1000.0,2228.0,10.0,,17697.0
,833,574,1,12.0,1357.0,1000.0,2357.0,0.0,8.0,121325.0
,704,557,1,4.0,2978.0,1000.0,3978.0,8.0,7.0,
,322,318,20,12.0,2694.0,1000.0,3694.0,11.0,5.0,86234.0
,695,346,28,2.0,1000.0,1000.0,2000.0,6.0,,
,565,308,1,11.0,2013.0,1000.0,3013.0,11.0,5.0,75118.0
,492,332,8,1.0,1000.0,1000.0,2000.0,0.0,9.0,123750.0
,169,47,3,4.0,1050.0,1000.0,2050.0,2.0,,115643.0
,311,115,19,5.0,1000.0,1000.0,2000.0,13.0,16.0,111890.0
,572,174,29,9.0,2160.0,,2160.0,1.0,,125861.0
,854,484,5,8.0,2778.0,1000.0,3778.0,0.0,10.0,
,668,466,6,1.0,1000.0,1000.0,2000.0,15.0,,146357.0
20231120.0,107,273,12,12.0,2202.0,1000.0,3202.0,12.0,1.0,22757.0
,478,294,8,3.0,1722.0,,1722.0,14.0,15.0,
,300,266,26,8.0,1695.0,1000.0,2695.0,13.0,12.0,53352.0
,697,13,29,4.0,2462.0,,2462.0,3.0,8.0,107044.0
,796,247,8,11.0,1378.0,,1378.0,6.0,,112799.0
,746,242,26,12.0,1000.0,,1000.0,0.0,6.0,15222.0
,192,260,30,1.0,1000.0,1000.0,2000.0,6.0,,122944.0
20221228.0,789,361,1,10.0,2763.0,1000.0,3763.0,15.0,7.0,96529.0
,486,394,13,1.0,1000.0,1000.0,2000.0,14.0,10.0,28739.0
,816,586,5,9.0,2197.0,1000.0,3197.0,3.0,8.0,
,758,484,27,5.0,2184.0,1000.0,3184.0,7.0,12.0,
,338,109,10,3.0,,,0.0,6.0,9.0,
,23,476,8,11.0,2878.0,,2878.0,7.0,13.0,139272.0
20240408.0,103,442,17,3.0,,1000.0,1000.0,11.0,10.0,119147.0
20210622.0,163,332,16,6.0,1000.0,,1000.0,4.0,5.0,
,351,540,35,9.0,,1000.0,1000.0,14.0,6.0,111174.0
,746,18,7,3.0,2413.0,1000.0,3413.0,13.0,13.0,98451.0
20240722.0,345,280,12,3.0,2473.0,1000.0,3473.0,14.0,14.0,15424.0
,319,163,26,2.0,1662.0,,1662.0,0.0,11.0,115592.0
,761,4,26,12.0,1000.0,1000.0,2000.0,9.0,16.0,133149.0
20211101.0,29,486,1,12.0,2256.0,1000.0,3256.0,0.0,,149396.0
,6,6,11,12.0,1459.0,1000.0,2459.0,4.0,7.0,142923.0
20240223.0,422,55,32,2.0,2304.0,1000.0,3304.0,15.0,13.0,137520.0
,5,279,6,8.0,1000.0,1000.0,2000.0,11.0,,23086.0
20230218.0,408,229,30,9.0,1000.0,1000.0,2000.0,1.0,6.0,5021.0
20210109.0,3,320,35,9.0,1000.0,1000.0,2000.0,4.0,2.0,29768.0
,827,71,19,5.0,1264.0,1000.0,2264.0,0.0,14.0,33447.0
,527,317,21,5.0,1381.0,1000.0,2381.0,7.0,8.0,109636.0
,266,404,30,8.0,1230.0,,1230.0,1.0,6.0,51987.0
,22,550,23,12.0,2819.0,1000.0,3819.0,14.0,2.0,121410.0
,752,389,9,5.0,1000.0,1000.0,2000.0,5.0,2.0,115340.0
,666,50,29,1.0,1382.0,1000.0,2382.0,0.0,16.0,80471.0
,347,396,12,12.0,1604.0,,1604.0,3.0,3.0,7579.0
,417,546,18,5.0,2075.0,1000.0,3075.0,7.0,12.0,49297.0
,163,405,34,5.0,2413.0,,2413.0,8.0,15.0,123745.0
,596,42,12,1.0,2205.0,1000.0,3205.0,6.0,8.0,123620.0
,559,206,3,3.0,,,0.0,2.0,,72522.0
,819,491,8,12.0,1585.0,1000.0,2585.0,14.0,5.0,15173.0
,416,286,19,3.0,2349.0,1000.0,3349.0,7.0,10.0,27247.0
,338,376,32,10.0,1052.0,1000.0,2052.0,11.0,12.0,19275.0
,505,322,28,2.0,1000.0,,1000.0,8.0,11.0,102713.0
,389,317,3,2.0,1743.0,1000.0,2743.0,1.0,6.0,15076.0
,576,149,23,5.0,1771.0,1000.0,2771.0,13.0,1.0,141748.0
,500,250,10,1.0,2957.0,1000.0,3957.0,3.0,,5276.0
,618,41,20,3.0,1095.0,,1095.0,0.0,15.0,125217.0
20220405.0,248,527,26,6.0,2090.0,1000.0,3090.0,1.0,15.0,62778.0
,225,510,28,3.0,1000.0,,1000.0,8.0,16.0,97453.0
,831,218,5,3.0,1648.0,1000.0,2648.0,12.0,2.0,28489.0
,749,123,35,3.0,1491.0,1000.0,2491.0,5.0,5.0,99386.0
,501,136,4,2.0,1000.0,,1000.0,14.0,16.0,146174.0
,301,416,1,5.0,1004.0,,1004.0,5.0,11.0,37885.0
,575,148,28,9.0,2720.0,,2720.0,5.0,16.0,149629.0
,539,94,17,9.0,1000.0,,1000.0,9.0,5.0,
,810,46,22,10.0,1000.0,1000.0,2000.0,15.0,14.0,102717.0
,503,196,1,4.0,,1000.0,1000.0,2.0,8.0,30779.0
,39,265,2,9.0,1118.0,1000.0,2118.0,15.0,2.0,9185.0
20201222.0,47,304,1,12.0,1000.0,1000.0,2000.0,1.0,9.0,40630.0
,314,472,11,3.0,1373.0,1000.0,2373.0,2.0,12.0,129928.0
,19,572,18,2.0,1960.0,1000.0,2960.0,3.0,2.0,33349.0
,326,399,7,6.0,2315.0,,2315.0,3.0,9.0,138862.0
,697,197,14,3.0,2734.0,1000.0,3734.0,0.0,2.0,45302.0
,265,314,14,12.0,2527.0,,2527.0,5.0,10.0,102314.0
,213,238,29,1.0,1588.0,1000.0,2588.0,15.0,10.0,12364.0
,291,318,7,9.0,1063.0,,1063.0,10.0,7.0,57147.0
,828,486,27,10.0,1000.0,,1000.0,0.0,10.0,26246.0
,47,387,5,11.0,2265.0,1000.0,3265.0,2.0,,36946.0
,238,339,12,10.0,1000.0,1000.0,2000.0,8.0,9.0,
20211112.0,799,435,2,9.0,1372.0,1000.0,2372.0,3.0,2.0,120951.0
20240805.0,73,30,17,10.0,1000.0,1000.0,2000.0,6.0,10.0,34877.0
,434,235,13,6.0,1741.0,1000.0,2741.0,2.0,,147210.0
,333,132,6,9.0,1000.0,1000.0,2000.0,3.0,3.0,
,483,122,32,2.0,1916.0,1000.0,2916.0,2.0,16.0,148099.0
,464,99,14,8.0,2606.0,1000.0,3606.0,9.0,8.0,35512.0
,17,323,29,7.0,2115.0,1000.0,3115.0,0.0,,148154.0
,316,188,34,11.0,1000.0,,1000.0,1.0,8.0,
,115,285,2,8.0,1000.0,,1000.0,10.0,8.0,66632.0
,632,424,30,4.0,2991.0,1000.0,3991.0,10.0,8.0,148183.0
,115,299,13,8.0,2041.0,,2041.0,13.0,,4232.0
,231,97,11,3.0,1881.0,1000.0,2881.0,10.0,8.0,
,259,482,9,3.0,1551.0,1000.0,2551.0,7.0,16.0,80571.0
20240630.0,841,77,19,7.0,2657.0,1000.0,3657.0,6.0,13.0,104011.0
,558,573,19,12.0,1000.0,1000.0,2000.0,1.0,9.0,18668.0
,365,185,30,6.0,2455.0,1000.0,3455.0,3.0,4.0,115915.0
,240,295,23,2.0,2723.0,1000.0,3723.0,5.0,4.0,32026.0
,782,245,7,3.0,,1000.0,1000.0,15.0,,37351.0
20210708.0,340,132,5,8.0,2194.0,,2194.0,15.0,7.0,97580.0
