id_venta,id_tiempo,id_cliente,id_vehiculo,id_vendedor,id_sucursal,id_tipo_pago,cantidad,precio_venta,costo_vehiculo,descuento,financiado,margen_ganancia
282.0,20221003,159.0,244,39.0,19,14.0,1.0,89374.0,46075.0,0,1,43299.0
283.0,20200721,13.0,87,2.0,6,6.0,1.0,75499.34999999999,56691.0,5,0,18808.34999999999
284.0,20230208,193.0,122,27.0,14,10.0,1.0,71249.0,60462.0,0,1,10787.0
285.0,20220914,403.0,257,19.0,2,5.0,1.0,51684.0,66382.0,20,0,-14698.0
286.0,20240321,195.0,274,33.0,9,12.0,1.0,60748.65,77518.0,15,1,-16769.35
287.0,20231008,165.0,2,42.0,16,2.0,1.0,72981.90000000001,75645.0,10,0,-2663.0999999999913
288.0,20221006,308.0,99,32.0,20,15.0,1.0,70796.0,35896.0,20,1,34900.0
289.0,20200105,421.0,290,44.0,19,7.0,1.0,96182.0,47014.0,0,0,49168.0
290.0,20210207,433.0,23,15.0,11,3.0,1.0,42977.7,55680.0,10,1,-12702.300000000003
291.0,20200504,50.0,127,29.0,3,15.0,1.0,96836.0,45515.0,0,1,51321.0
292.0,20211126,356.0,222,25.0,14,11.0,1.0,75455.0,36280.0,0,0,39175.0
293.0,20230410,99.0,65,38.0,2,15.0,1.0,35217.6,45935.0,20,0,-10717.400000000001
294.0,20241010,159.0,75,43.0,7,10.0,1.0,75631.2,71979.0,20,0,3652.199999999997
295.0,20200531,215.0,113,12.0,11,6.0,1.0,85354.0,78141.0,0,0,7213.0
296.0,20210306,226.0,90,9.0,9,5.0,1.0,39558.15,31408.0,15,1,8150.1500000000015
297.0,20200419,339.0,74,19.0,8,11.0,1.0,89124.3,58150.0,10,0,30974.300000000003
298.0,20210228,496.0,86,18.0,17,4.0,1.0,56526.89999999999,76693.0,5,0,-20166.100000000013
299.0,20240705,112.0,44,30.0,17,8.0,1.0,58941.0,32696.0,10,1,26245.0
300.0,20250130,227.0,184,999.0,12,5.0,1.0,35707.5,37771.0,10,1,-2063.5
301.0,20211128,310.0,208,38.0,7,13.0,1.0,84095.0,77404.0,0,1,6691.0
302.0,20201110,395.0,72,38.0,14,6.0,1.0,49975.2,44777.0,20,0,5198.199999999997
303.0,20210211,312.0,97,39.0,18,2.0,1.0,67344.65,36836.0,15,1,30508.649999999994
304.0,20201121,338.0,168,14.0,3,10.0,1.0,66961.6,61342.0,20,0,5619.600000000006
305.0,20220430,258.0,205,45.0,3,4.0,1.0,79153.05,32561.0,5,0,46592.05
306.0,20201203,235.0,81,33.0,4,5.0,1.0,67667.55,79929.0,5,0,-12261.449999999997
307.0,20240913,38.0,6,31.0,18,1.0,1.0,32327.2,34471.0,20,1,-2143.7999999999993
308.0,20200409,274.0,226,20.0,17,13.0,1.0,76347.0,33129.0,15,0,43218.0
309.0,20220526,192.0,173,41.0,4,2.0,1.0,65157.64999999999,57242.0,5,1,7915.649999999987
310.0,20200713,89.0,113,35.0,20,10.0,1.0,76770.90000000001,49761.0,10,0,27009.90000000001
311.0,20240220,348.0,172,49.0,1,7.0,1.0,94785.29999999999,76178.0,5,0,18607.29999999999
312.0,20210225,192.0,20,15.0,2,9.0,1.0,86574.0,72179.0,0,0,14395.0
313.0,20201202,128.0,4,6.0,6,12.0,1.0,38962.35,38228.0,5,1,734.3499999999985
314.0,20240403,128.0,247,2.0,20,15.0,1.0,61302.6,57701.0,10,0,3601.5999999999985
315.0,,373.0,146,33.0,5,15.0,1.0,40652.1,60753.0,15,0,-20100.9
316.0,20200311,192.0,198,48.0,12,15.0,1.0,60319.8,76473.0,10,0,-16153.199999999997
317.0,20210601,358.0,127,13.0,13,12.0,1.0,85579.2,76636.0,10,0,8943.199999999997
318.0,20220206,454.0,74,19.0,3,3.0,1.0,39280.6,30103.0,5,1,9177.599999999999
319.0,20220920,486.0,94,22.0,13,11.0,1.0,40616.0,49210.0,0,1,-8594.0
320.0,20230604,,4,16.0,11,1.0,1.0,56829.6,69608.0,10,0,-12778.400000000001
321.0,20230527,2.0,144,48.0,11,8.0,1.0,83090.05,71816.0,15,0,11274.050000000003
322.0,20210309,179.0,74,31.0,15,3.0,1.0,70962.0,74109.0,0,1,-3147.0
323.0,20210402,15.0,244,42.0,11,5.0,1.0,39238.0,69366.0,0,1,-30128.0
324.0,20201023,175.0,296,1.0,5,14.0,1.0,78539.40000000001,53922.0,10,0,24617.40000000001
325.0,20241107,234.0,164,46.0,13,13.0,1.0,77088.7,49103.0,5,1,27985.699999999997
326.0,20220726,373.0,217,21.0,7,11.0,1.0,50829.75,48549.0,5,0,2280.75
327.0,20230430,248.0,5,12.0,2,7.0,1.0,90900.75,41024.0,5,0,49876.75
328.0,20230416,18.0,193,43.0,3,10.0,1.0,34114.4,37864.0,20,0,-3749.5999999999985
329.0,20230910,49.0,51,38.0,17,15.0,1.0,86345.0,65154.0,0,1,21191.0
330.0,20250130,93.0,63,20.0,2,11.0,1.0,77180.0,46827.0,15,1,30353.0
331.0,20200920,24.0,181,36.0,10,12.0,1.0,35427.2,42325.0,20,0,-6897.800000000003
332.0,20230521,134.0,218,21.0,17,4.0,1.0,71938.0,54388.0,0,1,17550.0
333.0,20230203,351.0,75,32.0,4,5.0,1.0,69037.6,36881.0,20,1,32156.600000000006
334.0,20220617,163.0,133,39.0,2,6.0,1.0,44643.7,78196.0,15,0,-33552.3
335.0,20221120,220.0,41,33.0,16,11.0,1.0,57053.60000000001,48733.0,20,0,8320.600000000013
336.0,20211123,316.0,22,25.0,12,15.0,1.0,65230.8,38737.0,5,0,26493.800000000003
337.0,20211217,440.0,2,20.0,12,15.0,1.0,36829.6,61999.0,5,0,-25169.4
338.0,20211225,221.0,4,43.0,6,12.0,1.0,53610.35,53887.0,15,1,-276.65000000000146
339.0,20200812,364.0,216,49.0,18,2.0,1.0,67051.0,57596.0,0,1,9455.0
340.0,20230926,7.0,5,50.0,5,14.0,1.0,64153.75,46236.0,15,1,17917.75
341.0,20220522,415.0,206,20.0,2,8.0,1.0,40959.0,43083.0,0,0,-2124.0
342.0,20210915,156.0,164,17.0,9,2.0,1.0,65936.0,48698.0,0,0,17238.0
343.0,20200721,395.0,191,42.0,20,2.0,1.0,66932.8,71258.0,20,0,-4325.199999999997
344.0,20230305,243.0,130,18.0,17,1.0,1.0,59336.05,61642.0,5,0,-2305.949999999997
345.0,20201216,351.0,206,15.0,1,4.0,1.0,73804.0,44274.0,0,1,29530.0
346.0,20230705,328.0,128,40.0,18,14.0,1.0,97025.0,35455.0,0,0,61570.0
347.0,20220908,495.0,196,47.0,13,2.0,1.0,62151.15,43364.0,15,1,18787.15
348.0,20230520,442.0,145,26.0,14,2.0,1.0,33762.85,39405.0,15,1,-5642.1500000000015
349.0,20230118,7.0,7,31.0,15,12.0,1.0,64698.3,79785.0,10,0,-15086.699999999997
350.0,,423.0,262,25.0,12,2.0,1.0,42425.1,55256.0,5,1,-12830.900000000001
351.0,20240718,490.0,23,18.0,10,15.0,1.0,44844.0,57868.0,0,0,-13024.0
352.0,20201010,77.0,58,28.0,13,13.0,1.0,81035.95,41919.0,5,1,39116.95
353.0,20220731,276.0,296,23.0,16,3.0,1.0,57274.4,53750.0,20,0,3524.4000000000015
354.0,20201102,125.0,14,16.0,5,13.0,1.0,35129.1,40366.0,5,0,-5236.9000000000015
355.0,20200707,271.0,57,15.0,15,9.0,1.0,67624.3,57762.0,15,0,9862.300000000003
356.0,20200227,109.0,40,7.0,14,4.0,1.0,69640.2,54345.0,10,1,15295.199999999997
357.0,20240319,109.0,138,26.0,10,7.0,1.0,87149.7,36108.0,10,0,51041.7
358.0,20220705,50.0,196,42.0,3,13.0,1.0,38152.95,60350.0,5,1,-22197.050000000003
359.0,20200519,439.0,39,21.0,3,5.0,1.0,73483.2,65857.0,20,1,7626.199999999997
360.0,,92.0,72,999.0,20,2.0,1.0,52535.1,56275.0,15,0,-3739.9000000000015
361.0,20210104,449.0,193,35.0,12,12.0,1.0,41127.0,73853.0,0,0,-32726.0
362.0,20240713,394.0,249,37.0,16,6.0,1.0,82588.55,40206.0,15,0,42382.55
363.0,20210210,109.0,73,28.0,9,6.0,1.0,41676.35,64391.0,15,0,-22714.65
364.0,20220711,402.0,102,44.0,5,14.0,1.0,91388.09999999999,60058.0,5,0,31330.09999999999
365.0,20211222,297.0,194,30.0,10,14.0,1.0,43830.4,31061.0,20,0,12769.400000000001
366.0,20221013,172.0,84,42.0,4,12.0,1.0,77172.8,70656.0,20,0,6516.800000000003
367.0,20210921,228.0,196,33.0,13,14.0,1.0,68957.09999999999,72261.0,15,0,-3303.9000000000087
368.0,20221125,466.0,163,25.0,2,3.0,1.0,51659.6,72233.0,15,1,-20573.4
369.0,20230829,65.0,48,41.0,1,15.0,1.0,57057.95,67473.0,5,1,-10415.050000000003
370.0,20221002,126.0,12,24.0,6,13.0,1.0,52170.0,48511.0,0,0,3659.0
371.0,20230526,321.0,93,48.0,20,1.0,1.0,60191.2,61713.0,20,1,-1521.800000000003
372.0,20210527,79.0,113,32.0,18,3.0,1.0,77333.8,52842.0,5,0,24491.800000000003
373.0,20221113,144.0,250,5.0,7,5.0,1.0,50508.0,55103.0,20,0,-4595.0
374.0,20210421,450.0,96,22.0,1,9.0,1.0,43015.0,50607.0,0,1,-7592.0
375.0,20201216,270.0,39,27.0,16,10.0,1.0,78846.3,33254.0,10,1,45592.3
376.0,20230213,122.0,207,49.0,14,13.0,1.0,80446.5,36233.0,10,0,44213.5
377.0,20200408,153.0,115,4.0,7,5.0,1.0,40768.0,41153.0,0,1,-385.0
378.0,20210624,406.0,65,50.0,16,13.0,1.0,65584.8,45762.0,10,0,19822.800000000003
379.0,20210324,428.0,7,30.0,19,15.0,1.0,79511.40000000001,43674.0,10,1,35837.40000000001
380.0,20210627,318.0,85,2.0,1,2.0,1.0,40612.0,37222.0,20,1,3390.0
381.0,20200815,78.0,190,28.0,20,4.0,1.0,46576.0,56390.0,0,1,-9814.0
382.0,20210114,137.0,208,39.0,7,9.0,1.0,69194.40000000001,41208.0,20,0,27986.40000000001
383.0,20241123,465.0,234,23.0,3,4.0,1.0,78840.9,47290.0,15,1,31550.899999999994
384.0,20200818,291.0,52,23.0,9,5.0,1.0,53505.60000000001,73477.0,20,0,-19971.399999999987
385.0,20230421,211.0,221,44.0,18,7.0,1.0,67562.25,71083.0,15,0,-3520.75
386.0,20220718,98.0,178,19.0,10,1.0,1.0,65822.65,39845.0,5,1,25977.649999999994
387.0,20240720,28.0,129,3.0,14,11.0,1.0,40708.2,78041.0,15,0,-37332.8
388.0,20240521,51.0,166,41.0,10,15.0,1.0,46520.5,43075.0,15,1,3445.5
389.0,20240326,356.0,211,35.0,8,14.0,1.0,73569.2,49817.0,15,1,23752.199999999997
390.0,20250130,237.0,171,10.0,19,4.0,1.0,79350.65,37958.0,5,0,41392.649999999994
391.0,20210111,369.0,79,8.0,17,14.0,1.0,85094.34999999999,31615.0,5,0,53479.34999999999
392.0,20220808,421.0,73,18.0,19,7.0,1.0,35320.9,73747.0,15,1,-38426.1
393.0,20230905,62.0,22,34.0,17,3.0,1.0,61028.1,53445.0,10,0,7583.0999999999985
394.0,20230924,236.0,242,47.0,13,2.0,1.0,75978.95,70466.0,15,0,5512.949999999997
395.0,20230729,390.0,33,45.0,1,10.0,1.0,59799.2,54531.0,20,1,5268.199999999997
396.0,20240831,225.0,271,44.0,14,4.0,1.0,46851.2,30343.0,20,0,16508.199999999997
397.0,20200519,183.0,292,19.0,18,14.0,1.0,70698.05,33373.0,5,0,37325.05
398.0,20221007,295.0,242,47.0,2,2.0,1.0,74557.6,51924.0,20,0,22633.600000000006
399.0,20240503,392.0,283,15.0,12,13.0,1.0,47272.95,63266.0,5,0,-15993.050000000003
400.0,20200707,,65,28.0,12,10.0,1.0,99391.0,70347.0,0,1,29044.0
401.0,20221010,383.0,225,5.0,13,12.0,1.0,67249.8,38501.0,10,0,28748.800000000003
402.0,20200908,228.0,137,34.0,9,6.0,1.0,63520.8,70754.0,5,1,-7233.199999999997
403.0,20230914,226.0,197,25.0,15,5.0,1.0,60209.0,55073.0,0,0,5136.0
404.0,20210728,14.0,223,30.0,19,13.0,1.0,65273.4,57776.0,10,1,7497.4000000000015
405.0,,278.0,141,2.0,9,1.0,1.0,50432.4,73304.0,10,0,-22871.6
406.0,20230402,285.0,161,8.0,6,6.0,1.0,49904.0,38337.0,0,0,11567.0
407.0,20200220,488.0,121,42.0,11,6.0,1.0,38697.6,45530.0,20,0,-6832.4000000000015
408.0,20240410,209.0,149,38.0,17,11.0,1.0,86175.0,76908.0,0,0,9267.0
409.0,20240209,115.0,269,48.0,12,15.0,1.0,43290.5,51540.0,15,1,-8249.5
410.0,20210103,259.0,292,33.0,4,15.0,1.0,47232.8,52385.0,15,1,-5152.199999999997
411.0,20200531,135.0,86,22.0,8,12.0,1.0,64349.1,75673.0,10,0,-11323.900000000001
412.0,20210420,323.0,94,33.0,13,5.0,1.0,55013.7,72559.0,15,1,-17545.300000000003
413.0,20230526,460.0,22,15.0,10,13.0,1.0,42769.0,40852.0,0,0,1917.0
414.0,20240106,73.0,277,9.0,19,12.0,1.0,96722.0,48470.0,0,0,48252.0
415.0,20240919,135.0,114,7.0,3,9.0,1.0,68609.0,78203.0,0,0,-9594.0
416.0,20200320,126.0,249,32.0,7,7.0,1.0,75703.5,77401.0,10,0,-1697.5
417.0,20220809,121.0,249,16.0,10,6.0,1.0,98105.0,37364.0,0,1,60741.0
418.0,20210703,66.0,149,28.0,11,8.0,1.0,75274.2,47144.0,5,1,28130.199999999997
419.0,20230101,158.0,57,4.0,11,4.0,1.0,81838.7,35914.0,5,0,45924.7
420.0,,368.0,212,999.0,17,5.0,1.0,96627.0,79487.0,0,1,17140.0
421.0,20240216,353.0,206,35.0,14,10.0,1.0,72218.55,76103.0,15,1,-3884.449999999997
422.0,20200205,160.0,104,45.0,14,8.0,1.0,83610.25,44565.0,15,0,39045.25
423.0,20220405,366.0,190,38.0,18,10.0,1.0,35063.35,35481.0,15,0,-417.65000000000146
424.0,20231222,390.0,173,42.0,18,8.0,1.0,67585.6,43711.0,20,0,23874.600000000006
425.0,20220328,376.0,66,34.0,14,1.0,1.0,83728.8,32559.0,10,1,51169.8
426.0,20220821,151.0,149,21.0,5,2.0,1.0,95757.0,51638.0,0,1,44119.0
427.0,20200607,356.0,81,50.0,14,10.0,1.0,84348.59999999999,48624.0,5,1,35724.59999999999
428.0,20200416,92.0,142,31.0,20,3.0,1.0,76734.40000000001,35985.0,20,0,40749.40000000001
429.0,20231124,242.0,194,10.0,7,13.0,1.0,81173.7,69674.0,10,0,11499.699999999997
430.0,20220125,223.0,218,38.0,15,15.0,1.0,43050.6,30699.0,10,0,12351.599999999999
431.0,20241118,140.0,30,2.0,18,14.0,1.0,87722.05,79147.0,5,1,8575.050000000003
432.0,20200620,62.0,100,13.0,13,3.0,1.0,82143.15,30928.0,15,1,51215.149999999994
433.0,20210321,353.0,61,41.0,3,11.0,1.0,74529.90000000001,41960.0,10,0,32569.90000000001
434.0,20220930,483.0,147,45.0,7,6.0,1.0,74324.0,47878.0,20,1,26446.0
435.0,20200824,268.0,292,14.0,9,9.0,1.0,67592.5,63014.0,5,0,4578.5
436.0,20220618,301.0,166,11.0,4,13.0,1.0,61967.2,52064.0,20,0,9903.199999999997
437.0,20230309,223.0,173,33.0,9,13.0,1.0,59765.45,57589.0,5,1,2176.449999999997
438.0,20200111,492.0,203,6.0,6,8.0,1.0,38253.65,50154.0,5,1,-11900.349999999999
439.0,20241218,352.0,199,32.0,14,10.0,1.0,87582.4,77865.0,5,0,9717.399999999994
440.0,20210618,175.0,256,20.0,6,7.0,1.0,51144.5,52255.0,15,1,-1110.5
441.0,20221025,265.0,208,28.0,13,6.0,1.0,66170.8,61859.0,15,0,4311.800000000003
442.0,20220731,498.0,41,19.0,15,6.0,1.0,92160.0,77685.0,0,0,14475.0
443.0,20200621,130.0,151,48.0,4,9.0,1.0,74044.0,32334.0,0,1,41710.0
444.0,20200215,253.0,269,41.0,4,3.0,1.0,67440.6,39617.0,10,0,27823.600000000006
445.0,20200111,41.0,277,26.0,6,7.0,1.0,76137.75,78946.0,5,1,-2808.25
446.0,20211210,67.0,10,1.0,18,14.0,1.0,48063.25,69009.0,15,1,-20945.75
447.0,20230302,256.0,293,10.0,11,7.0,1.0,46005.4,49925.0,15,0,-3919.5999999999985
448.0,20240426,499.0,64,27.0,13,6.0,1.0,85257.0,40427.0,0,0,44830.0
449.0,20210121,325.0,231,42.0,6,11.0,1.0,65410.0,79999.0,0,0,-14589.0
450.0,,318.0,210,33.0,12,6.0,1.0,92511.0,35961.0,5,1,56550.0
451.0,20231028,480.0,296,30.0,4,11.0,1.0,65478.05,62782.0,15,0,2696.050000000003
452.0,20240118,442.0,274,7.0,13,3.0,1.0,52932.6,32615.0,10,0,20317.6
453.0,20200223,468.0,38,3.0,15,4.0,1.0,51003.0,59142.0,10,0,-8139.0
454.0,20230620,158.0,66,24.0,10,15.0,1.0,69560.9,43871.0,5,0,25689.899999999994
455.0,20221018,301.0,247,50.0,8,8.0,1.0,38822.4,50270.0,20,0,-11447.599999999999
456.0,20230601,431.0,260,46.0,6,5.0,1.0,41424.8,46036.0,20,1,-4611.199999999997
457.0,20200723,376.0,125,29.0,3,9.0,1.0,69419.2,50896.0,20,1,18523.199999999997
458.0,20231020,292.0,234,35.0,17,9.0,1.0,53337.60000000001,63245.0,20,1,-9907.399999999987
459.0,20221024,388.0,84,49.0,18,5.0,1.0,72018.0,71804.0,10,0,214.0
460.0,20201023,351.0,81,17.0,20,5.0,1.0,70044.3,61049.0,10,0,8995.300000000003
461.0,20211029,162.0,207,2.0,7,9.0,1.0,38601.6,76159.0,20,0,-37557.4
462.0,20220616,317.0,167,4.0,20,15.0,1.0,89711.1,48359.0,10,1,41352.100000000006
463.0,20240501,384.0,294,50.0,9,8.0,1.0,80740.5,65821.0,5,1,14919.5
464.0,20210801,236.0,12,28.0,17,10.0,1.0,35055.0,64629.0,10,0,-29574.0
465.0,20221216,290.0,45,42.0,5,13.0,1.0,79291.4,59575.0,15,1,19716.399999999994
466.0,20240515,151.0,78,12.0,7,3.0,1.0,36000.8,67804.0,20,1,-31803.199999999997
467.0,20210225,446.0,139,29.0,15,13.0,1.0,31166.1,54583.0,15,0,-23416.9
468.0,20241022,497.0,184,1.0,17,2.0,1.0,46557.0,61324.0,10,1,-14767.0
469.0,20241109,34.0,9,31.0,17,12.0,1.0,39046.5,30607.0,10,1,8439.5
470.0,20240214,81.0,57,22.0,9,14.0,1.0,89841.5,54456.0,5,0,35385.5
471.0,20230906,194.0,215,31.0,20,9.0,1.0,82042.2,38808.0,10,0,43234.2
472.0,20230930,50.0,67,43.0,8,10.0,1.0,41095.2,36896.0,20,0,4199.199999999997
473.0,20241022,137.0,18,1.0,8,6.0,1.0,85259.65,32235.0,5,0,53024.649999999994
474.0,20240520,296.0,226,22.0,18,6.0,1.0,72754.9,61939.0,15,0,10815.899999999994
475.0,20221212,65.0,152,15.0,13,10.0,1.0,44618.65,63077.0,5,1,-18458.35
476.0,20220816,272.0,192,19.0,7,6.0,1.0,86686.55,57788.0,5,0,28898.550000000003
477.0,20240126,39.0,74,18.0,8,12.0,1.0,38137.6,68759.0,20,0,-30621.4
478.0,20220220,228.0,160,49.0,20,14.0,1.0,75318.3,65471.0,10,1,9847.300000000003
479.0,20200127,300.0,186,43.0,9,2.0,1.0,70550.84999999999,77451.0,15,1,-6900.150000000009
480.0,20250130,,288,999.0,4,12.0,1.0,73688.0,37064.0,0,0,36624.0
481.0,20211026,226.0,291,16.0,9,8.0,1.0,58432.5,77779.0,10,0,-19346.5
482.0,20241019,286.0,181,12.0,13,12.0,1.0,65370.95,35926.0,15,1,29444.949999999997
483.0,20200929,459.0,298,46.0,20,15.0,1.0,34793.05,36118.0,15,1,-1324.949999999997
484.0,20220428,418.0,281,16.0,7,9.0,1.0,51087.2,44800.0,20,0,6287.199999999997
485.0,20240711,96.0,190,46.0,18,14.0,1.0,40944.0,76034.0,20,1,-35090.0
486.0,20240112,360.0,255,10.0,2,5.0,1.0,62092.8,66634.0,20,1,-4541.199999999997
487.0,20240204,15.0,276,8.0,1,3.0,1.0,52827.6,68461.0,5,1,-15633.400000000001
488.0,20200704,389.0,46,46.0,4,3.0,1.0,42292.8,52498.0,10,0,-10205.199999999997
489.0,20201219,332.0,32,37.0,11,4.0,1.0,28244.0,30824.0,20,0,-2580.0
490.0,,500.0,91,12.0,10,8.0,1.0,91464.09999999999,50425.0,5,0,41039.09999999999
491.0,20230920,472.0,284,31.0,13,11.0,1.0,78335.1,42343.0,10,0,35992.100000000006
492.0,20210120,360.0,150,32.0,11,2.0,1.0,37652.4,62193.0,10,0,-24540.6
493.0,20240102,293.0,97,12.0,2,4.0,1.0,68697.84999999999,74638.0,15,1,-5940.150000000009
494.0,20220418,8.0,170,37.0,8,12.0,1.0,74239.0,39284.0,0,0,34955.0
495.0,,143.0,203,21.0,16,5.0,1.0,80007.95,40415.0,15,0,39592.95
496.0,20230614,292.0,285,49.0,2,6.0,1.0,42486.4,37301.0,15,0,5185.4000000000015
497.0,20211118,394.0,79,5.0,13,11.0,1.0,51548.25,33698.0,15,1,17850.25
498.0,20240423,432.0,30,1.0,4,10.0,1.0,44403.0,32518.0,0,0,11885.0
499.0,20241211,19.0,231,41.0,12,3.0,1.0,63141.3,59767.0,10,0,3374.300000000003
500.0,20200929,154.0,278,24.0,15,12.0,1.0,52147.2,57376.0,20,1,-5228.800000000003
501.0,20221125,112.0,192,14.0,10,7.0,1.0,61410.85,72745.0,5,0,-11334.150000000001
502.0,20211109,106.0,102,6.0,20,14.0,1.0,75000.0,50723.0,0,1,24277.0
503.0,20230224,104.0,299,35.0,5,9.0,1.0,38652.05,66823.0,15,0,-28170.949999999997
504.0,20200623,435.0,196,43.0,6,15.0,1.0,65232.0,68331.0,10,1,-3099.0
505.0,20231205,154.0,43,21.0,17,5.0,1.0,42825.6,46561.0,10,0,-3735.4000000000015
506.0,20200928,21.0,6,33.0,9,6.0,1.0,33622.2,55453.0,10,0,-21830.800000000003
507.0,20201115,137.0,66,47.0,8,10.0,1.0,74395.4,67480.0,15,0,6915.399999999994
508.0,20210812,341.0,47,46.0,11,12.0,1.0,48284.0,35204.0,20,0,13080.0
509.0,20210528,95.0,295,41.0,19,14.0,1.0,54777.6,40644.0,10,0,14133.599999999999
510.0,20250130,336.0,253,44.0,3,12.0,1.0,71283.6,78776.0,10,0,-7492.399999999994
511.0,20200220,416.0,280,10.0,13,14.0,1.0,53444.14999999999,60254.0,5,0,-6809.850000000013
512.0,20210124,446.0,95,20.0,1,8.0,1.0,38368.0,52106.0,20,0,-13738.0
513.0,20230511,486.0,245,20.0,10,3.0,1.0,28679.2,62145.0,20,1,-33465.8
514.0,20231221,414.0,190,13.0,9,10.0,1.0,69251.2,61207.0,20,1,8044.199999999997
515.0,20210402,251.0,165,50.0,7,11.0,1.0,85949.0,55531.0,0,1,30418.0
516.0,20201022,248.0,103,1.0,8,5.0,1.0,53511.0,63038.0,0,1,-9527.0
517.0,20200910,216.0,81,38.0,20,1.0,1.0,73158.3,42961.0,10,0,30197.300000000003
518.0,20211123,162.0,18,16.0,5,2.0,1.0,37543.65,34449.0,15,1,3094.6500000000015
519.0,20201108,206.0,230,3.0,1,14.0,1.0,67970.59999999999,74795.0,5,0,-6824.400000000009
520.0,20220324,388.0,213,6.0,16,4.0,1.0,69530.5,45040.0,5,0,24490.5
521.0,20210113,382.0,104,39.0,10,2.0,1.0,77628.0,37809.0,0,1,39819.0
522.0,20220726,478.0,156,14.0,1,7.0,1.0,44247.2,31560.0,20,0,12687.199999999997
523.0,20200604,246.0,26,14.0,6,5.0,1.0,83294.05,67231.0,15,0,16063.050000000003
524.0,20240206,18.0,16,45.0,18,12.0,1.0,76514.9,67996.0,5,1,8518.899999999994
525.0,20241123,194.0,212,16.0,9,10.0,1.0,41041.4,61402.0,15,1,-20360.6
526.0,20240420,360.0,189,26.0,12,5.0,1.0,53217.1,39548.0,5,0,13669.099999999999
527.0,20240813,254.0,171,9.0,20,7.0,1.0,44506.0,70964.0,0,0,-26458.0
528.0,20201114,267.0,85,27.0,13,14.0,1.0,65818.84999999999,55884.0,5,0,9934.849999999991
529.0,20220102,497.0,208,17.0,7,11.0,1.0,36493.9,49384.0,15,1,-12890.099999999999
530.0,20231103,176.0,245,50.0,9,8.0,1.0,37034.0,53035.0,0,1,-16001.0
531.0,20200521,389.0,49,1.0,15,9.0,1.0,67655.2,50303.0,5,0,17352.199999999997
532.0,20240507,199.0,90,32.0,5,12.0,1.0,76009.5,37187.0,5,0,38822.5
533.0,20200309,94.0,60,35.0,14,5.0,1.0,73998.45,54030.0,15,0,19968.449999999997
534.0,20230220,34.0,71,43.0,12,1.0,1.0,67238.15,73244.0,5,1,-6005.850000000006
535.0,20220305,383.0,269,31.0,7,9.0,1.0,70007.2,61482.0,20,0,8525.199999999997
536.0,20230526,342.0,85,13.0,2,14.0,1.0,60137.85,79307.0,5,0,-19169.15
537.0,20221113,315.0,16,39.0,15,8.0,1.0,45393.4,55773.0,15,0,-10379.599999999999
538.0,20210127,302.0,273,37.0,8,14.0,1.0,61787.7,68956.0,10,0,-7168.300000000003
539.0,20220206,136.0,186,41.0,10,4.0,1.0,70113.09999999999,37681.0,15,0,32432.09999999999
540.0,,291.0,37,999.0,9,4.0,1.0,79392.6,42381.0,10,1,37011.600000000006
541.0,20241230,322.0,72,48.0,18,11.0,1.0,56756.0,37042.0,20,1,19714.0
542.0,20200705,320.0,293,35.0,8,10.0,1.0,44604.8,68280.0,20,0,-23675.199999999997
543.0,20231230,249.0,85,15.0,19,8.0,1.0,53992.0,50217.0,15,1,3775.0
544.0,20211224,436.0,269,26.0,5,7.0,1.0,53497.8,43465.0,10,1,10032.800000000003
545.0,20220120,119.0,12,17.0,15,15.0,1.0,74213.1,58592.0,10,0,15621.100000000006
546.0,20201207,438.0,82,12.0,10,9.0,1.0,44766.0,59694.0,0,1,-14928.0
547.0,20211028,27.0,9,35.0,15,14.0,1.0,40978.25,64993.0,5,0,-24014.75
548.0,20201005,11.0,68,39.0,4,1.0,1.0,73389.6,41478.0,10,0,31911.600000000006
549.0,20210905,347.0,296,39.0,20,6.0,1.0,39811.0,43558.0,0,1,-3747.0
550.0,20200415,9.0,72,14.0,13,4.0,1.0,56865.85,46575.0,15,1,10290.849999999999
551.0,20240304,460.0,222,11.0,11,12.0,1.0,46480.0,34440.0,20,1,12040.0
552.0,20240816,112.0,178,3.0,15,7.0,1.0,83612.7,38080.0,10,0,45532.7
553.0,20200102,370.0,142,28.0,19,2.0,1.0,59297.1,42746.0,5,0,16551.1
554.0,20220607,248.0,41,50.0,11,8.0,1.0,50999.4,78635.0,10,1,-27635.6
555.0,20200615,256.0,55,26.0,18,4.0,1.0,76667.84999999999,36461.0,5,0,40206.84999999999
556.0,20230604,340.0,213,28.0,16,13.0,1.0,87982.34999999999,61884.0,5,1,26098.34999999999
557.0,20201204,304.0,277,44.0,5,15.0,1.0,33427.8,41637.0,10,1,-8209.199999999997
558.0,20230527,299.0,201,50.0,20,4.0,1.0,58769.1,34256.0,10,1,24513.1
559.0,20220708,341.0,206,38.0,5,3.0,1.0,77032.65,39746.0,5,0,37286.649999999994
560.0,,,210,5.0,6,7.0,1.0,55924.6,32217.0,5,0,23707.6
561.0,20210218,495.0,217,16.0,11,12.0,1.0,63563.55,36109.0,5,0,27454.550000000003
562.0,20200401,324.0,248,3.0,17,5.0,1.0,54543.6,64791.0,10,1,-10247.400000000001
563.0,20210330,495.0,162,1.0,19,14.0,1.0,80128.65,73806.0,15,1,6322.649999999994
